sec,r.init,r.init was invoked (a)
3.701,0.428,Mainline,Begining state machine pass
3.701,0.422,StateMachine,before if(conditionsToCheck
3.701,0.472,StateMachine,before this.everyTime
3.702,0.419,StateMachine,after this.everyTime
3.702,0.409,StateMachine,run completed
3.703,0.394,Mainline,Ending state machine pass
3.703,0.439,Mainline,Begining state machine pass
3.704,0.405,StateMachine,before if(conditionsToCheck
3.704,0.518,StateMachine,before this.everyTime
3.704,0.422,StateMachine,after this.everyTime
3.705,0.398,StateMachine,run completed
3.705,0.354,Mainline,Ending state machine pass
3.706,0.293,Mainline,Begining state machine pass
3.706,0.310,StateMachine,before if(conditionsToCheck
3.706,0.551,StateMachine,before this.everyTime
3.708,1.195,StateMachine,after this.everyTime
3.708,0.551,StateMachine,run completed
3.709,0.655,Mainline,Ending state machine pass
3.709,0.519,Mainline,Begining state machine pass
3.710,0.442,StateMachine,before if(conditionsToCheck
3.710,0.509,StateMachine,before this.everyTime
3.711,0.361,StateMachine,after this.everyTime
3.711,0.368,StateMachine,run completed
3.711,0.401,Mainline,Ending state machine pass
3.712,0.395,Mainline,Begining state machine pass
3.712,0.383,StateMachine,before if(conditionsToCheck
3.713,0.395,StateMachine,before this.everyTime
3.713,0.304,StateMachine,after this.everyTime
3.713,0.355,StateMachine,run completed
3.714,0.337,Mainline,Ending state machine pass
3.714,0.353,Mainline,Begining state machine pass
3.714,0.411,StateMachine,before if(conditionsToCheck
3.715,0.585,StateMachine,before this.everyTime
3.715,0.457,StateMachine,after this.everyTime
3.716,0.347,StateMachine,run completed
3.716,0.402,Mainline,Ending state machine pass
3.716,0.371,Mainline,Begining state machine pass
3.717,0.388,StateMachine,before if(conditionsToCheck
3.717,0.557,StateMachine,before this.everyTime
3.718,0.487,StateMachine,after this.everyTime
3.718,0.424,StateMachine,run completed
3.719,0.411,Mainline,Ending state machine pass
3.719,0.425,Mainline,Begining state machine pass
3.720,0.355,StateMachine,before if(conditionsToCheck
3.720,0.478,StateMachine,before this.everyTime
3.720,0.388,StateMachine,after this.everyTime
3.721,0.402,StateMachine,run completed
3.721,0.345,Mainline,Ending state machine pass
3.721,0.299,Mainline,Begining state machine pass
3.722,0.298,StateMachine,before if(conditionsToCheck
3.722,0.459,StateMachine,before this.everyTime
3.723,0.381,StateMachine,after this.everyTime
3.723,0.370,StateMachine,run completed
3.723,0.368,Mainline,Ending state machine pass
3.724,0.337,Mainline,Begining state machine pass
3.724,0.383,StateMachine,before if(conditionsToCheck
3.724,0.482,StateMachine,before this.everyTime
3.725,0.448,StateMachine,after this.everyTime
3.725,0.449,StateMachine,run completed
3.726,0.370,Mainline,Ending state machine pass
3.726,0.409,Mainline,Begining state machine pass
3.727,0.402,StateMachine,before if(conditionsToCheck
3.727,0.472,StateMachine,before this.everyTime
3.727,0.351,StateMachine,after this.everyTime
3.728,0.453,StateMachine,run completed
3.728,0.371,Mainline,Ending state machine pass
3.729,0.449,Mainline,Begining state machine pass
3.729,0.436,StateMachine,before if(conditionsToCheck
3.730,0.542,StateMachine,before this.everyTime
3.730,0.444,StateMachine,after this.everyTime
3.730,0.373,StateMachine,run completed
3.731,0.329,Mainline,Ending state machine pass
3.731,0.380,Mainline,Begining state machine pass
3.732,0.379,StateMachine,before if(conditionsToCheck
3.732,0.534,StateMachine,before this.everyTime
3.732,0.376,StateMachine,after this.everyTime
3.733,0.391,StateMachine,run completed
3.733,0.380,Mainline,Ending state machine pass
3.734,0.375,Mainline,Begining state machine pass
3.734,0.451,StateMachine,before if(conditionsToCheck
3.735,0.468,StateMachine,before this.everyTime
3.735,0.413,StateMachine,after this.everyTime
3.735,0.356,StateMachine,run completed
3.736,0.376,Mainline,Ending state machine pass
3.736,0.443,Mainline,Begining state machine pass
3.737,0.406,StateMachine,before if(conditionsToCheck
3.737,0.535,StateMachine,before this.everyTime
3.737,0.390,StateMachine,after this.everyTime
3.738,0.769,StateMachine,run completed
3.739,0.402,Mainline,Ending state machine pass
3.739,0.453,Mainline,Begining state machine pass
3.739,0.393,StateMachine,before if(conditionsToCheck
3.740,0.480,StateMachine,before this.everyTime
3.740,0.421,StateMachine,after this.everyTime
3.741,0.381,StateMachine,run completed
3.741,0.394,Mainline,Ending state machine pass
3.741,0.312,Mainline,Begining state machine pass
3.742,0.316,StateMachine,before if(conditionsToCheck
3.742,0.480,StateMachine,before this.everyTime
3.743,0.414,StateMachine,after this.everyTime
3.743,0.401,StateMachine,run completed
3.743,0.374,Mainline,Ending state machine pass
3.744,0.349,Mainline,Begining state machine pass
3.744,0.420,StateMachine,before if(conditionsToCheck
3.745,0.704,StateMachine,before this.everyTime
3.745,0.485,StateMachine,after this.everyTime
3.746,0.445,StateMachine,run completed
3.746,0.409,Mainline,Ending state machine pass
3.747,0.405,Mainline,Begining state machine pass
3.747,0.443,StateMachine,before if(conditionsToCheck
3.748,0.603,StateMachine,before this.everyTime
3.748,0.490,StateMachine,after this.everyTime
3.749,0.387,StateMachine,run completed
3.749,0.339,Mainline,Ending state machine pass
3.749,0.384,Mainline,Begining state machine pass
3.750,0.409,StateMachine,before if(conditionsToCheck
3.750,0.551,StateMachine,before this.everyTime
3.751,0.450,StateMachine,after this.everyTime
3.751,0.421,StateMachine,run completed
3.751,0.361,Mainline,Ending state machine pass
3.752,0.401,Mainline,Begining state machine pass
3.752,0.392,StateMachine,before if(conditionsToCheck
3.753,0.509,StateMachine,before this.everyTime
3.753,0.417,StateMachine,after this.everyTime
3.754,0.414,StateMachine,run completed
3.754,0.457,Mainline,Ending state machine pass
3.755,0.431,Mainline,Begining state machine pass
3.755,0.437,StateMachine,before if(conditionsToCheck
3.756,0.554,StateMachine,before this.everyTime
3.756,0.431,StateMachine,after this.everyTime
3.756,0.438,StateMachine,run completed
3.757,0.351,Mainline,Ending state machine pass
3.757,0.443,Mainline,Begining state machine pass
3.758,0.400,StateMachine,before if(conditionsToCheck
3.758,0.603,StateMachine,before this.everyTime
3.759,0.387,StateMachine,after this.everyTime
3.759,0.420,StateMachine,run completed
3.760,1.094,Mainline,Ending state machine pass
3.761,0.979,Mainline,Begining state machine pass
3.762,0.617,StateMachine,before if(conditionsToCheck
3.762,0.689,StateMachine,before this.everyTime
3.763,0.800,StateMachine,after this.everyTime
3.764,0.538,StateMachine,run completed
3.764,0.648,Mainline,Ending state machine pass
3.765,0.421,Mainline,Begining state machine pass
3.765,0.572,StateMachine,before if(conditionsToCheck
3.766,0.506,StateMachine,before this.everyTime
3.766,0.380,StateMachine,after this.everyTime
3.767,0.312,StateMachine,run completed
3.767,0.352,Mainline,Ending state machine pass
3.767,0.462,Mainline,Begining state machine pass
3.768,0.511,StateMachine,before if(conditionsToCheck
3.768,0.513,StateMachine,before this.everyTime
3.769,0.503,StateMachine,after this.everyTime
3.769,0.561,StateMachine,run completed
3.770,0.654,Mainline,Ending state machine pass
3.770,0.379,Mainline,Begining state machine pass
3.771,0.362,StateMachine,before if(conditionsToCheck
3.771,0.514,StateMachine,before this.everyTime
3.772,0.584,StateMachine,after this.everyTime
3.772,0.377,StateMachine,run completed
3.773,0.327,Mainline,Ending state machine pass
3.773,0.332,Mainline,Begining state machine pass
3.773,0.402,StateMachine,before if(conditionsToCheck
3.774,0.538,StateMachine,before this.everyTime
3.774,0.408,StateMachine,after this.everyTime
3.775,0.345,StateMachine,run completed
3.775,0.406,Mainline,Ending state machine pass
3.775,0.349,Mainline,Begining state machine pass
3.776,0.351,StateMachine,before if(conditionsToCheck
3.776,0.475,StateMachine,before this.everyTime
3.777,0.396,StateMachine,after this.everyTime
3.777,0.392,StateMachine,run completed
3.777,0.316,Mainline,Ending state machine pass
3.778,0.412,Mainline,Begining state machine pass
3.778,0.396,StateMachine,before if(conditionsToCheck
3.779,0.502,StateMachine,before this.everyTime
3.779,0.391,StateMachine,after this.everyTime
3.779,0.343,StateMachine,run completed
3.780,0.326,Mainline,Ending state machine pass
3.780,0.364,Mainline,Begining state machine pass
3.780,0.396,StateMachine,before if(conditionsToCheck
3.781,0.506,StateMachine,before this.everyTime
3.781,0.410,StateMachine,after this.everyTime
3.782,0.415,StateMachine,run completed
3.782,0.422,Mainline,Ending state machine pass
3.783,0.386,Mainline,Begining state machine pass
3.783,0.422,StateMachine,before if(conditionsToCheck
3.784,0.486,StateMachine,before this.everyTime
3.784,0.405,StateMachine,after this.everyTime
3.784,0.385,StateMachine,run completed
3.785,0.344,Mainline,Ending state machine pass
3.785,0.589,Mainline,Begining state machine pass
3.786,0.475,StateMachine,before if(conditionsToCheck
3.786,0.546,StateMachine,before this.everyTime
3.787,0.378,StateMachine,after this.everyTime
3.787,0.399,StateMachine,run completed
3.787,0.381,Mainline,Ending state machine pass
3.788,0.526,Mainline,Begining state machine pass
3.788,0.387,StateMachine,before if(conditionsToCheck
3.789,0.431,StateMachine,before this.everyTime
3.789,0.406,StateMachine,after this.everyTime
3.790,0.390,StateMachine,run completed
3.790,0.428,Mainline,Ending state machine pass
3.790,0.391,Mainline,Begining state machine pass
3.791,0.429,StateMachine,before if(conditionsToCheck
3.791,0.532,StateMachine,before this.everyTime
3.792,0.432,StateMachine,after this.everyTime
3.792,0.393,StateMachine,run completed
3.792,0.310,Mainline,Ending state machine pass
3.793,0.293,Mainline,Begining state machine pass
3.793,0.372,StateMachine,before if(conditionsToCheck
3.794,0.481,StateMachine,before this.everyTime
3.794,0.383,StateMachine,after this.everyTime
3.795,0.547,StateMachine,run completed
3.795,0.351,Mainline,Ending state machine pass
3.795,0.378,Mainline,Begining state machine pass
3.796,0.586,StateMachine,before if(conditionsToCheck
3.796,0.554,StateMachine,before this.everyTime
3.797,0.418,StateMachine,after this.everyTime
3.797,0.359,StateMachine,run completed
3.798,0.414,Mainline,Ending state machine pass
3.798,0.456,Mainline,Begining state machine pass
3.798,0.379,StateMachine,before if(conditionsToCheck
3.799,0.488,StateMachine,before this.everyTime
3.799,0.467,StateMachine,after this.everyTime
3.800,0.419,StateMachine,run completed
3.800,0.370,Mainline,Ending state machine pass
3.801,0.384,Mainline,Begining state machine pass
3.801,0.396,StateMachine,before if(conditionsToCheck
3.802,0.873,StateMachine,before this.everyTime
3.802,0.494,StateMachine,after this.everyTime
3.803,0.344,StateMachine,run completed
3.803,0.354,Mainline,Ending state machine pass
3.803,0.372,Mainline,Begining state machine pass
3.804,0.392,StateMachine,before if(conditionsToCheck
3.804,0.489,StateMachine,before this.everyTime
3.805,0.364,StateMachine,after this.everyTime
3.805,0.403,StateMachine,run completed
3.805,0.389,Mainline,Ending state machine pass
3.806,0.608,Mainline,Begining state machine pass
3.807,0.510,StateMachine,before if(conditionsToCheck
3.807,0.735,StateMachine,before this.everyTime
3.809,1.570,StateMachine,after this.everyTime
3.809,0.615,StateMachine,run completed
3.810,0.518,Mainline,Ending state machine pass
3.811,0.562,Mainline,Begining state machine pass
3.811,0.469,StateMachine,before if(conditionsToCheck
3.812,0.673,StateMachine,before this.everyTime
3.812,0.516,StateMachine,after this.everyTime
3.814,2.178,StateMachine,run completed
3.815,0.801,Mainline,Ending state machine pass
3.816,0.668,Mainline,Begining state machine pass
3.817,1.119,StateMachine,before if(conditionsToCheck
3.818,1.213,StateMachine,before this.everyTime
3.819,0.534,StateMachine,after this.everyTime
3.819,0.511,StateMachine,run completed
3.820,0.815,Mainline,Ending state machine pass
3.821,0.681,Mainline,Begining state machine pass
3.821,0.500,StateMachine,before if(conditionsToCheck
3.822,0.838,StateMachine,before this.everyTime
3.823,0.609,StateMachine,after this.everyTime
3.824,1.668,StateMachine,run completed
3.825,0.698,Mainline,Ending state machine pass
3.826,0.565,Mainline,Begining state machine pass
3.826,0.801,StateMachine,before if(conditionsToCheck
3.827,0.774,StateMachine,before this.everyTime
3.828,0.849,StateMachine,after this.everyTime
3.829,1.104,StateMachine,run completed
3.830,0.494,Mainline,Ending state machine pass
3.830,0.534,Mainline,Begining state machine pass
3.831,0.532,StateMachine,before if(conditionsToCheck
3.831,0.588,StateMachine,before this.everyTime
3.832,0.562,StateMachine,after this.everyTime
3.833,1.121,StateMachine,run completed
3.833,0.499,Mainline,Ending state machine pass
3.835,1.458,Mainline,Begining state machine pass
3.835,0.544,StateMachine,before if(conditionsToCheck
3.836,0.691,StateMachine,before this.everyTime
3.837,0.827,StateMachine,after this.everyTime
3.838,0.538,StateMachine,run completed
3.838,0.607,Mainline,Ending state machine pass
3.841,2.887,Mainline,Begining state machine pass
3.842,0.686,StateMachine,before if(conditionsToCheck
3.843,1.022,StateMachine,before this.everyTime
3.843,0.594,StateMachine,after this.everyTime
3.844,0.742,StateMachine,run completed
3.846,2.127,Mainline,Ending state machine pass
3.847,0.741,Mainline,Begining state machine pass
3.848,0.584,StateMachine,before if(conditionsToCheck
3.849,1.095,StateMachine,before this.everyTime
3.849,0.534,StateMachine,after this.everyTime
3.850,0.571,StateMachine,run completed
3.850,0.523,Mainline,Ending state machine pass
3.851,0.980,Mainline,Begining state machine pass
3.879,27.843,StateMachine,before if(conditionsToCheck
3.880,1.355,StateMachine,before this.everyTime
3.881,0.483,StateMachine,after this.everyTime
3.881,0.511,StateMachine,run completed
3.882,0.440,Mainline,Ending state machine pass
3.882,0.406,Mainline,Begining state machine pass
3.883,0.404,StateMachine,before if(conditionsToCheck
3.883,0.491,StateMachine,before this.everyTime
3.884,0.375,StateMachine,after this.everyTime
3.884,0.410,StateMachine,run completed
3.885,0.679,Mainline,Ending state machine pass
3.886,0.950,Mainline,Begining state machine pass
3.886,0.481,StateMachine,before if(conditionsToCheck
3.887,0.639,StateMachine,before this.everyTime
3.887,0.515,StateMachine,after this.everyTime
3.888,0.609,StateMachine,run completed
3.888,0.497,Mainline,Ending state machine pass
3.889,0.369,Mainline,Begining state machine pass
3.889,0.378,StateMachine,before if(conditionsToCheck
3.890,0.497,StateMachine,before this.everyTime
3.890,0.424,StateMachine,after this.everyTime
3.891,0.839,StateMachine,run completed
3.891,0.454,Mainline,Ending state machine pass
3.892,0.396,Mainline,Begining state machine pass
3.892,0.410,StateMachine,before if(conditionsToCheck
3.893,0.468,StateMachine,before this.everyTime
3.893,0.439,StateMachine,after this.everyTime
3.893,0.417,StateMachine,run completed
3.894,0.343,Mainline,Ending state machine pass
3.894,0.364,Mainline,Begining state machine pass
3.894,0.369,StateMachine,before if(conditionsToCheck
3.895,0.464,StateMachine,before this.everyTime
3.895,0.416,StateMachine,after this.everyTime
3.896,1.041,StateMachine,run completed
3.897,0.467,Mainline,Ending state machine pass
3.897,0.495,Mainline,Begining state machine pass
3.898,0.632,StateMachine,before if(conditionsToCheck
3.899,0.633,StateMachine,before this.everyTime
3.899,0.459,StateMachine,after this.everyTime
3.899,0.401,StateMachine,run completed
3.900,0.372,Mainline,Ending state machine pass
3.900,0.421,Mainline,Begining state machine pass
3.901,0.352,StateMachine,before if(conditionsToCheck
3.902,0.932,StateMachine,before this.everyTime
3.902,0.501,StateMachine,after this.everyTime
3.902,0.398,StateMachine,run completed
3.903,0.356,Mainline,Ending state machine pass
3.903,0.392,Mainline,Begining state machine pass
3.904,0.411,StateMachine,before if(conditionsToCheck
3.904,0.545,StateMachine,before this.everyTime
3.905,0.481,StateMachine,after this.everyTime
3.905,0.464,StateMachine,run completed
3.906,0.430,Mainline,Ending state machine pass
3.906,0.414,Mainline,Begining state machine pass
3.907,1.356,StateMachine,before if(conditionsToCheck
3.908,0.856,StateMachine,before this.everyTime
3.909,0.532,StateMachine,after this.everyTime
3.909,0.458,StateMachine,run completed
3.910,0.362,Mainline,Ending state machine pass
3.910,0.381,Mainline,Begining state machine pass
3.910,0.379,StateMachine,before if(conditionsToCheck
3.911,0.511,StateMachine,before this.everyTime
3.911,0.446,StateMachine,after this.everyTime
3.912,0.395,StateMachine,run completed
3.913,0.900,Mainline,Ending state machine pass
3.914,1.792,Mainline,Begining state machine pass
3.915,0.536,StateMachine,before if(conditionsToCheck
3.916,0.698,StateMachine,before this.everyTime
3.916,0.503,StateMachine,after this.everyTime
3.916,0.382,StateMachine,run completed
3.917,0.469,Mainline,Ending state machine pass
3.917,0.443,Mainline,Begining state machine pass
3.919,1.207,StateMachine,before if(conditionsToCheck
3.919,0.603,StateMachine,before this.everyTime
3.920,0.664,StateMachine,after this.everyTime
3.920,0.428,StateMachine,run completed
3.921,0.478,Mainline,Ending state machine pass
3.921,0.456,Mainline,Begining state machine pass
3.922,0.468,StateMachine,before if(conditionsToCheck
3.922,0.704,StateMachine,before this.everyTime
3.923,0.432,StateMachine,after this.everyTime
3.924,1.012,StateMachine,run completed
3.924,0.469,Mainline,Ending state machine pass
3.925,0.367,Mainline,Begining state machine pass
3.925,0.437,StateMachine,before if(conditionsToCheck
3.926,0.482,StateMachine,before this.everyTime
3.926,0.525,StateMachine,after this.everyTime
3.927,0.420,StateMachine,run completed
3.927,0.409,Mainline,Ending state machine pass
3.927,0.387,Mainline,Begining state machine pass
3.928,0.550,StateMachine,before if(conditionsToCheck
3.929,1.066,StateMachine,before this.everyTime
3.929,0.516,StateMachine,after this.everyTime
3.930,0.416,StateMachine,run completed
3.930,0.420,Mainline,Ending state machine pass
3.931,0.381,Mainline,Begining state machine pass
3.931,0.344,StateMachine,before if(conditionsToCheck
3.931,0.409,StateMachine,before this.everyTime
3.932,0.416,StateMachine,after this.everyTime
3.932,0.419,StateMachine,run completed
3.933,0.424,Mainline,Ending state machine pass
3.933,0.393,Mainline,Begining state machine pass
3.933,0.350,StateMachine,before if(conditionsToCheck
3.934,0.979,StateMachine,before this.everyTime
3.935,0.473,StateMachine,after this.everyTime
3.935,0.411,StateMachine,run completed
3.936,0.374,Mainline,Ending state machine pass
3.936,0.376,Mainline,Begining state machine pass
3.936,0.391,StateMachine,before if(conditionsToCheck
3.937,0.777,StateMachine,before this.everyTime
3.938,0.558,StateMachine,after this.everyTime
3.938,0.434,StateMachine,run completed
3.939,0.336,Mainline,Ending state machine pass
3.939,0.399,Mainline,Begining state machine pass
3.940,0.925,StateMachine,before if(conditionsToCheck
3.940,0.542,StateMachine,before this.everyTime
3.942,1.135,StateMachine,after this.everyTime
3.942,0.525,StateMachine,run completed
3.942,0.453,Mainline,Ending state machine pass
3.943,0.381,Mainline,Begining state machine pass
3.943,0.446,StateMachine,before if(conditionsToCheck
3.944,0.603,StateMachine,before this.everyTime
3.944,0.431,StateMachine,after this.everyTime
3.945,0.925,StateMachine,run completed
3.946,0.454,Mainline,Ending state machine pass
3.946,0.430,Mainline,Begining state machine pass
3.947,0.385,StateMachine,before if(conditionsToCheck
3.947,0.523,StateMachine,before this.everyTime
3.948,0.526,StateMachine,after this.everyTime
3.948,0.475,StateMachine,run completed
3.948,0.389,Mainline,Ending state machine pass
3.949,0.373,Mainline,Begining state machine pass
3.949,0.387,StateMachine,before if(conditionsToCheck
3.950,0.474,StateMachine,before this.everyTime
3.951,0.954,StateMachine,after this.everyTime
3.951,0.498,StateMachine,run completed
3.952,0.416,Mainline,Ending state machine pass
3.952,0.450,Mainline,Begining state machine pass
3.952,0.406,StateMachine,before if(conditionsToCheck
3.953,0.482,StateMachine,before this.everyTime
3.953,0.458,StateMachine,after this.everyTime
3.954,0.415,StateMachine,run completed
3.954,0.415,Mainline,Ending state machine pass
3.955,0.370,Mainline,Begining state machine pass
3.955,0.389,StateMachine,before if(conditionsToCheck
3.956,1.059,StateMachine,before this.everyTime
3.956,0.476,StateMachine,after this.everyTime
3.957,0.395,StateMachine,run completed
3.957,0.370,Mainline,Ending state machine pass
3.958,0.752,Mainline,Begining state machine pass
3.959,0.537,StateMachine,before if(conditionsToCheck
3.959,0.524,StateMachine,before this.everyTime
3.960,0.439,StateMachine,after this.everyTime
3.960,0.429,StateMachine,run completed
3.960,0.367,Mainline,Ending state machine pass
3.961,0.819,Mainline,Begining state machine pass
3.962,0.559,StateMachine,before if(conditionsToCheck
3.962,0.550,StateMachine,before this.everyTime
3.963,0.374,StateMachine,after this.everyTime
3.963,0.575,StateMachine,run completed
3.964,0.413,Mainline,Ending state machine pass
3.964,0.382,Mainline,Begining state machine pass
3.964,0.396,StateMachine,before if(conditionsToCheck
3.965,0.487,StateMachine,before this.everyTime
3.965,0.412,StateMachine,after this.everyTime
3.966,0.392,StateMachine,run completed
3.966,0.837,Mainline,Ending state machine pass
3.967,0.515,Mainline,Begining state machine pass
3.968,0.513,StateMachine,before if(conditionsToCheck
3.968,0.610,StateMachine,before this.everyTime
3.969,0.440,StateMachine,after this.everyTime
3.969,0.404,StateMachine,run completed
3.969,0.389,Mainline,Ending state machine pass
3.970,0.418,Mainline,Begining state machine pass
3.970,0.382,StateMachine,before if(conditionsToCheck
3.971,0.417,StateMachine,before this.everyTime
3.971,0.368,StateMachine,after this.everyTime
3.971,0.381,StateMachine,run completed
3.972,0.911,Mainline,Ending state machine pass
3.973,0.407,Mainline,Begining state machine pass
3.973,0.391,StateMachine,before if(conditionsToCheck
3.974,0.560,StateMachine,before this.everyTime
3.974,0.427,StateMachine,after this.everyTime
3.974,0.364,StateMachine,run completed
3.975,0.549,Mainline,Ending state machine pass
3.975,0.396,Mainline,Begining state machine pass
3.976,0.348,StateMachine,before if(conditionsToCheck
3.976,0.453,StateMachine,before this.everyTime
3.977,0.400,StateMachine,after this.everyTime
3.977,0.842,StateMachine,run completed
3.978,0.631,Mainline,Ending state machine pass
3.979,0.772,Mainline,Begining state machine pass
3.979,0.425,StateMachine,before if(conditionsToCheck
3.980,0.487,StateMachine,before this.everyTime
3.980,0.619,StateMachine,after this.everyTime
3.981,0.338,StateMachine,run completed
3.981,0.339,Mainline,Ending state machine pass
3.981,0.348,Mainline,Begining state machine pass
3.982,0.355,StateMachine,before if(conditionsToCheck
3.983,1.225,StateMachine,before this.everyTime
3.983,0.467,StateMachine,after this.everyTime
3.984,0.415,StateMachine,run completed
3.984,0.599,Mainline,Ending state machine pass
3.985,0.339,Mainline,Begining state machine pass
3.985,0.379,StateMachine,before if(conditionsToCheck
3.986,0.440,StateMachine,before this.everyTime
3.986,0.595,StateMachine,after this.everyTime
3.987,0.376,StateMachine,run completed
3.987,0.354,Mainline,Ending state machine pass
3.987,0.359,Mainline,Begining state machine pass
3.989,1.285,StateMachine,before if(conditionsToCheck
3.989,0.606,StateMachine,before this.everyTime
3.990,0.435,StateMachine,after this.everyTime
3.990,0.381,StateMachine,run completed
3.990,0.410,Mainline,Ending state machine pass
3.991,0.292,Mainline,Begining state machine pass
3.991,0.347,StateMachine,before if(conditionsToCheck
3.991,0.448,StateMachine,before this.everyTime
3.992,0.382,StateMachine,after this.everyTime
3.992,0.422,StateMachine,run completed
3.993,0.317,Mainline,Ending state machine pass
3.993,0.309,Mainline,Begining state machine pass
3.994,0.793,StateMachine,before if(conditionsToCheck
3.994,0.597,StateMachine,before this.everyTime
3.995,0.388,StateMachine,after this.everyTime
3.995,0.396,StateMachine,run completed
3.995,0.364,Mainline,Ending state machine pass
3.996,0.358,Mainline,Begining state machine pass
3.996,0.597,StateMachine,before if(conditionsToCheck
3.997,0.446,StateMachine,before this.everyTime
3.997,0.446,StateMachine,after this.everyTime
3.998,0.536,StateMachine,run completed
3.998,0.406,Mainline,Ending state machine pass
3.999,0.808,Mainline,Begining state machine pass
3.999,0.484,StateMachine,before if(conditionsToCheck
4.000,0.501,StateMachine,before this.everyTime
4.000,0.383,StateMachine,after this.everyTime
4.001,0.332,StateMachine,run completed
4.001,0.341,Mainline,Ending state machine pass
4.001,0.337,Mainline,Begining state machine pass
4.002,0.341,StateMachine,before if(conditionsToCheck
4.002,0.486,StateMachine,before this.everyTime
4.003,0.389,StateMachine,after this.everyTime
4.004,1.036,StateMachine,run completed
4.005,1.207,Mainline,Ending state machine pass
4.007,1.720,Mainline,Begining state machine pass
4.008,1.019,StateMachine,before if(conditionsToCheck
4.010,2.690,StateMachine,before this.everyTime
4.011,1.144,StateMachine,after this.everyTime
4.012,0.668,StateMachine,run completed
4.013,0.760,Mainline,Ending state machine pass
4.013,0.577,Mainline,Begining state machine pass
4.014,0.399,StateMachine,before if(conditionsToCheck
4.014,0.640,StateMachine,before this.everyTime
4.015,0.805,StateMachine,after this.everyTime
4.016,0.399,StateMachine,run completed
4.016,0.383,Mainline,Ending state machine pass
4.016,0.379,Mainline,Begining state machine pass
4.017,0.394,StateMachine,before if(conditionsToCheck
4.017,0.574,StateMachine,before this.everyTime
4.018,0.518,StateMachine,after this.everyTime
4.018,0.382,StateMachine,run completed
4.019,0.310,Mainline,Ending state machine pass
4.019,0.316,Mainline,Begining state machine pass
4.019,0.330,StateMachine,before if(conditionsToCheck
4.020,0.425,StateMachine,before this.everyTime
4.021,1.312,StateMachine,after this.everyTime
4.021,0.442,StateMachine,run completed
4.022,0.415,Mainline,Ending state machine pass
4.022,0.354,Mainline,Begining state machine pass
4.023,0.346,StateMachine,before if(conditionsToCheck
4.023,0.444,StateMachine,before this.everyTime
4.023,0.359,StateMachine,after this.everyTime
4.024,0.347,StateMachine,run completed
4.024,0.340,Mainline,Ending state machine pass
4.024,0.316,Mainline,Begining state machine pass
4.025,0.544,StateMachine,before if(conditionsToCheck
4.025,0.474,StateMachine,before this.everyTime
4.026,0.737,StateMachine,after this.everyTime
4.027,0.394,StateMachine,run completed
4.027,0.350,Mainline,Ending state machine pass
4.027,0.342,Mainline,Begining state machine pass
4.028,0.458,StateMachine,before if(conditionsToCheck
4.028,0.576,StateMachine,before this.everyTime
4.029,0.383,StateMachine,after this.everyTime
4.029,0.369,StateMachine,run completed
4.029,0.368,Mainline,Ending state machine pass
4.030,0.407,Mainline,Begining state machine pass
4.030,0.398,StateMachine,before if(conditionsToCheck
4.031,0.444,StateMachine,before this.everyTime
4.031,0.734,StateMachine,after this.everyTime
4.032,0.482,StateMachine,run completed
4.032,0.490,Mainline,Ending state machine pass
4.033,0.385,Mainline,Begining state machine pass
4.033,0.415,StateMachine,before if(conditionsToCheck
4.034,0.501,StateMachine,before this.everyTime
4.034,0.434,StateMachine,after this.everyTime
4.034,0.356,StateMachine,run completed
4.035,0.309,Mainline,Ending state machine pass
4.035,0.355,Mainline,Begining state machine pass
4.035,0.390,StateMachine,before if(conditionsToCheck
4.036,0.495,StateMachine,before this.everyTime
4.036,0.372,StateMachine,after this.everyTime
4.037,0.791,StateMachine,run completed
4.038,0.471,Mainline,Ending state machine pass
4.038,0.521,Mainline,Begining state machine pass
4.039,0.412,StateMachine,before if(conditionsToCheck
4.039,0.448,StateMachine,before this.everyTime
4.039,0.385,StateMachine,after this.everyTime
4.040,0.382,StateMachine,run completed
4.040,0.393,Mainline,Ending state machine pass
4.041,0.403,Mainline,Begining state machine pass
4.041,0.346,StateMachine,before if(conditionsToCheck
4.041,0.444,StateMachine,before this.everyTime
4.042,0.798,StateMachine,after this.everyTime
4.043,0.434,StateMachine,run completed
4.043,0.374,Mainline,Ending state machine pass
4.043,0.392,Mainline,Begining state machine pass
4.044,0.415,StateMachine,before if(conditionsToCheck
4.044,0.504,StateMachine,before this.everyTime
4.045,0.342,StateMachine,after this.everyTime
4.045,0.344,StateMachine,run completed
4.045,0.357,Mainline,Ending state machine pass
4.046,0.452,Mainline,Begining state machine pass
4.046,0.398,StateMachine,before if(conditionsToCheck
4.047,0.395,StateMachine,before this.everyTime
4.047,0.355,StateMachine,after this.everyTime
4.047,0.417,StateMachine,run completed
4.048,0.541,Mainline,Ending state machine pass
4.048,0.403,Mainline,Begining state machine pass
4.049,0.367,StateMachine,before if(conditionsToCheck
4.049,0.584,StateMachine,before this.everyTime
4.050,0.401,StateMachine,after this.everyTime
4.050,0.387,StateMachine,run completed
4.051,0.594,Mainline,Ending state machine pass
4.051,0.453,Mainline,Begining state machine pass
4.051,0.433,StateMachine,before if(conditionsToCheck
4.052,0.502,StateMachine,before this.everyTime
4.052,0.428,StateMachine,after this.everyTime
4.053,0.332,StateMachine,run completed
