sec,r.init,r.init was invoked (a)
15.557,0.556,StateMachine,before this.everyTime
15.558,0.487,StateMachine,after this.everyTime
15.558,0.412,StateMachine,run completed
15.558,0.379,Mainline,Ending state machine pass
15.559,0.461,Mainline,Begining state machine pass
15.560,0.751,StateMachine,before if(conditionsToCheck
15.560,0.507,StateMachine,before this.everyTime
15.561,0.379,StateMachine,after this.everyTime
15.561,0.423,StateMachine,run completed
15.562,0.742,Mainline,Ending state machine pass
15.562,0.663,Mainline,Begining state machine pass
15.565,2.329,StateMachine,before if(conditionsToCheck
15.565,0.771,StateMachine,before this.everyTime
15.566,0.514,StateMachine,after this.everyTime
15.566,0.412,StateMachine,run completed
15.567,0.379,Mainline,Ending state machine pass
15.567,0.424,Mainline,Begining state machine pass
15.568,0.489,StateMachine,before if(conditionsToCheck
15.568,0.615,StateMachine,before this.everyTime
15.569,0.506,StateMachine,after this.everyTime
15.569,0.466,StateMachine,run completed
15.570,0.479,Mainline,Ending state machine pass
15.570,0.482,Mainline,Begining state machine pass
15.571,0.433,StateMachine,before if(conditionsToCheck
15.571,0.558,StateMachine,before this.everyTime
15.572,0.518,StateMachine,after this.everyTime
15.572,0.493,StateMachine,run completed
15.573,0.482,Mainline,Ending state machine pass
15.573,0.523,Mainline,Begining state machine pass
15.574,0.525,StateMachine,before if(conditionsToCheck
15.574,0.549,StateMachine,before this.everyTime
15.575,0.403,StateMachine,after this.everyTime
15.575,0.415,StateMachine,run completed
15.576,0.364,Mainline,Ending state machine pass
15.576,0.418,Mainline,Begining state machine pass
15.576,0.404,StateMachine,before if(conditionsToCheck
15.577,0.464,StateMachine,before this.everyTime
15.577,0.417,StateMachine,after this.everyTime
15.578,0.368,StateMachine,run completed
15.578,0.357,Mainline,Ending state machine pass
15.578,0.352,Mainline,Begining state machine pass
15.579,0.396,StateMachine,before if(conditionsToCheck
15.579,0.563,StateMachine,before this.everyTime
15.580,0.427,StateMachine,after this.everyTime
15.580,0.443,StateMachine,run completed
15.581,0.370,Mainline,Ending state machine pass
15.581,0.364,Mainline,Begining state machine pass
15.581,0.382,StateMachine,before if(conditionsToCheck
15.582,0.420,StateMachine,before this.everyTime
15.582,0.365,StateMachine,after this.everyTime
15.582,0.346,StateMachine,run completed
15.583,0.486,Mainline,Ending state machine pass
15.584,0.642,Mainline,Begining state machine pass
15.584,0.437,StateMachine,before if(conditionsToCheck
15.584,0.506,StateMachine,before this.everyTime
15.585,0.451,StateMachine,after this.everyTime
15.585,0.418,StateMachine,run completed
15.586,0.397,Mainline,Ending state machine pass
15.586,0.395,Mainline,Begining state machine pass
15.586,0.380,StateMachine,before if(conditionsToCheck
15.587,0.493,StateMachine,before this.everyTime
15.587,0.418,StateMachine,after this.everyTime
15.588,0.377,StateMachine,run completed
15.588,0.355,Mainline,Ending state machine pass
15.588,0.314,Mainline,Begining state machine pass
15.589,0.321,StateMachine,before if(conditionsToCheck
15.589,0.496,StateMachine,before this.everyTime
15.590,0.405,StateMachine,after this.everyTime
15.590,0.430,StateMachine,run completed
15.590,0.372,Mainline,Ending state machine pass
15.591,0.349,Mainline,Begining state machine pass
15.591,0.370,StateMachine,before if(conditionsToCheck
15.592,0.488,StateMachine,before this.everyTime
15.592,0.438,StateMachine,after this.everyTime
15.593,0.413,StateMachine,run completed
15.593,0.475,Mainline,Ending state machine pass
15.593,0.387,Mainline,Begining state machine pass
15.594,0.410,StateMachine,before if(conditionsToCheck
15.594,0.470,StateMachine,before this.everyTime
15.595,0.409,StateMachine,after this.everyTime
15.595,0.477,StateMachine,run completed
15.596,0.425,Mainline,Ending state machine pass
15.596,0.413,Mainline,Begining state machine pass
15.596,0.450,StateMachine,before if(conditionsToCheck
15.597,0.467,StateMachine,before this.everyTime
15.597,0.420,StateMachine,after this.everyTime
15.598,0.412,StateMachine,run completed
15.598,0.420,Mainline,Ending state machine pass
15.599,0.365,Mainline,Begining state machine pass
15.599,0.367,StateMachine,before if(conditionsToCheck
15.599,0.477,StateMachine,before this.everyTime
15.600,0.436,StateMachine,after this.everyTime
15.600,0.427,StateMachine,run completed
15.601,0.862,Mainline,Ending state machine pass
15.602,0.420,Mainline,Begining state machine pass
15.602,0.450,StateMachine,before if(conditionsToCheck
15.603,0.590,StateMachine,before this.everyTime
15.603,0.488,StateMachine,after this.everyTime
15.603,0.429,StateMachine,run completed
15.604,0.389,Mainline,Ending state machine pass
15.604,0.422,Mainline,Begining state machine pass
15.605,0.403,StateMachine,before if(conditionsToCheck
15.605,0.493,StateMachine,before this.everyTime
15.606,0.421,StateMachine,after this.everyTime
15.606,0.865,StateMachine,run completed
15.607,0.401,Mainline,Ending state machine pass
15.607,0.391,Mainline,Begining state machine pass
15.608,0.410,StateMachine,before if(conditionsToCheck
15.608,0.556,StateMachine,before this.everyTime
15.609,0.395,StateMachine,after this.everyTime
15.609,0.422,StateMachine,run completed
15.609,0.423,Mainline,Ending state machine pass
15.610,0.448,Mainline,Begining state machine pass
15.610,0.396,StateMachine,before if(conditionsToCheck
15.611,0.417,StateMachine,before this.everyTime
15.611,0.739,StateMachine,after this.everyTime
15.612,0.524,StateMachine,run completed
15.612,0.435,Mainline,Ending state machine pass
15.613,0.433,Mainline,Begining state machine pass
15.613,0.448,StateMachine,before if(conditionsToCheck
15.614,0.530,StateMachine,before this.everyTime
15.614,0.458,StateMachine,after this.everyTime
15.615,0.420,StateMachine,run completed
15.615,0.415,Mainline,Ending state machine pass
15.616,0.406,Mainline,Begining state machine pass
15.616,0.452,StateMachine,before if(conditionsToCheck
15.617,0.948,StateMachine,before this.everyTime
15.617,0.497,StateMachine,after this.everyTime
15.618,0.421,StateMachine,run completed
15.618,0.401,Mainline,Ending state machine pass
15.619,0.351,Mainline,Begining state machine pass
15.619,0.418,StateMachine,before if(conditionsToCheck
15.620,0.503,StateMachine,before this.everyTime
15.620,0.423,StateMachine,after this.everyTime
15.620,0.375,StateMachine,run completed
15.621,0.530,Mainline,Ending state machine pass
15.621,0.418,Mainline,Begining state machine pass
15.622,0.391,StateMachine,before if(conditionsToCheck
15.623,1.300,StateMachine,before this.everyTime
15.624,0.533,StateMachine,after this.everyTime
15.624,0.427,StateMachine,run completed
15.624,0.388,Mainline,Ending state machine pass
15.625,0.417,Mainline,Begining state machine pass
15.625,0.424,StateMachine,before if(conditionsToCheck
15.626,0.476,StateMachine,before this.everyTime
15.626,0.432,StateMachine,after this.everyTime
15.626,0.427,StateMachine,run completed
15.627,0.365,Mainline,Ending state machine pass
15.627,0.373,Mainline,Begining state machine pass
15.628,0.459,StateMachine,before if(conditionsToCheck
15.628,0.531,StateMachine,before this.everyTime
15.629,0.441,StateMachine,after this.everyTime
15.629,0.441,StateMachine,run completed
15.629,0.375,Mainline,Ending state machine pass
15.630,0.370,Mainline,Begining state machine pass
15.630,0.393,StateMachine,before if(conditionsToCheck
15.631,0.484,StateMachine,before this.everyTime
15.631,0.392,StateMachine,after this.everyTime
15.632,0.666,StateMachine,run completed
15.632,0.429,Mainline,Ending state machine pass
15.633,0.470,Mainline,Begining state machine pass
15.633,0.371,StateMachine,before if(conditionsToCheck
15.634,0.557,StateMachine,before this.everyTime
15.634,0.462,StateMachine,after this.everyTime
15.634,0.376,StateMachine,run completed
15.635,0.338,Mainline,Ending state machine pass
15.635,0.343,Mainline,Begining state machine pass
15.636,0.384,StateMachine,before if(conditionsToCheck
15.636,0.546,StateMachine,before this.everyTime
15.636,0.383,StateMachine,after this.everyTime
15.637,0.345,StateMachine,run completed
15.637,0.341,Mainline,Ending state machine pass
15.637,0.370,Mainline,Begining state machine pass
15.638,0.396,StateMachine,before if(conditionsToCheck
15.638,0.489,StateMachine,before this.everyTime
15.639,0.367,StateMachine,after this.everyTime
15.639,0.419,StateMachine,run completed
15.640,0.410,Mainline,Ending state machine pass
15.640,0.392,Mainline,Begining state machine pass
15.640,0.402,StateMachine,before if(conditionsToCheck
15.641,0.414,StateMachine,before this.everyTime
15.641,0.544,StateMachine,after this.everyTime
15.642,0.416,StateMachine,run completed
15.642,0.403,Mainline,Ending state machine pass
15.643,0.429,Mainline,Begining state machine pass
15.643,0.461,StateMachine,before if(conditionsToCheck
15.644,0.493,StateMachine,before this.everyTime
15.644,0.387,StateMachine,after this.everyTime
15.645,0.616,StateMachine,run completed
15.645,0.460,Mainline,Ending state machine pass
15.645,0.414,Mainline,Begining state machine pass
15.646,0.432,StateMachine,before if(conditionsToCheck
15.646,0.518,StateMachine,before this.everyTime
15.647,0.373,StateMachine,after this.everyTime
15.647,0.377,StateMachine,run completed
15.647,0.387,Mainline,Ending state machine pass
15.648,0.335,Mainline,Begining state machine pass
15.648,0.356,StateMachine,before if(conditionsToCheck
15.649,0.471,StateMachine,before this.everyTime
15.649,0.407,StateMachine,after this.everyTime
15.649,0.388,StateMachine,run completed
15.650,0.402,Mainline,Ending state machine pass
15.650,0.393,Mainline,Begining state machine pass
15.651,0.401,StateMachine,before if(conditionsToCheck
15.651,0.491,StateMachine,before this.everyTime
15.652,0.388,StateMachine,after this.everyTime
15.652,0.390,StateMachine,run completed
15.652,0.396,Mainline,Ending state machine pass
15.653,0.522,Mainline,Begining state machine pass
15.653,0.449,StateMachine,before if(conditionsToCheck
15.654,0.482,StateMachine,before this.everyTime
15.654,0.396,StateMachine,after this.everyTime
15.655,0.380,StateMachine,run completed
15.655,0.394,Mainline,Ending state machine pass
15.655,0.346,Mainline,Begining state machine pass
15.656,0.398,StateMachine,before if(conditionsToCheck
15.656,0.505,StateMachine,before this.everyTime
15.657,0.702,StateMachine,after this.everyTime
15.657,0.439,StateMachine,run completed
15.658,0.402,Mainline,Ending state machine pass
15.658,0.449,Mainline,Begining state machine pass
15.659,0.387,StateMachine,before if(conditionsToCheck
15.659,0.530,StateMachine,before this.everyTime
15.660,0.414,StateMachine,after this.everyTime
15.660,0.628,StateMachine,run completed
15.661,0.384,Mainline,Ending state machine pass
15.661,0.344,Mainline,Begining state machine pass
15.661,0.431,StateMachine,before if(conditionsToCheck
15.662,0.561,StateMachine,before this.everyTime
15.662,0.420,StateMachine,after this.everyTime
15.663,0.485,StateMachine,run completed
15.663,0.381,Mainline,Ending state machine pass
15.664,0.358,Mainline,Begining state machine pass
15.664,0.368,StateMachine,before if(conditionsToCheck
15.664,0.466,StateMachine,before this.everyTime
15.665,0.416,StateMachine,after this.everyTime
15.665,0.459,StateMachine,run completed
15.666,0.410,Mainline,Ending state machine pass
15.666,0.364,Mainline,Begining state machine pass
15.666,0.387,StateMachine,before if(conditionsToCheck
15.667,0.522,StateMachine,before this.everyTime
15.667,0.470,StateMachine,after this.everyTime
15.668,0.427,StateMachine,run completed
15.668,0.430,Mainline,Ending state machine pass
15.669,0.358,Mainline,Begining state machine pass
15.669,0.381,StateMachine,before if(conditionsToCheck
15.669,0.768,StateMachine,before this.everyTime
15.670,0.575,StateMachine,after this.everyTime
15.671,0.455,StateMachine,run completed
15.671,0.484,Mainline,Ending state machine pass
15.672,0.497,Mainline,Begining state machine pass
15.672,0.493,StateMachine,before if(conditionsToCheck
15.673,0.657,StateMachine,before this.everyTime
15.673,0.494,StateMachine,after this.everyTime
15.674,0.416,StateMachine,run completed
15.674,0.416,Mainline,Ending state machine pass
15.675,0.325,Mainline,Begining state machine pass
15.675,0.351,StateMachine,before if(conditionsToCheck
15.675,0.465,StateMachine,before this.everyTime
15.676,0.403,StateMachine,after this.everyTime
15.676,0.382,StateMachine,run completed
15.676,0.352,Mainline,Ending state machine pass
15.677,0.352,Mainline,Begining state machine pass
15.677,0.386,StateMachine,before if(conditionsToCheck
15.678,0.512,StateMachine,before this.everyTime
15.678,0.416,StateMachine,after this.everyTime
15.679,0.391,StateMachine,run completed
15.679,0.343,Mainline,Ending state machine pass
15.679,0.353,Mainline,Begining state machine pass
15.680,0.432,StateMachine,before if(conditionsToCheck
15.680,0.543,StateMachine,before this.everyTime
15.681,0.361,StateMachine,after this.everyTime
15.681,0.338,StateMachine,run completed
15.681,0.348,Mainline,Ending state machine pass
15.682,0.526,Mainline,Begining state machine pass
15.682,0.455,StateMachine,before if(conditionsToCheck
15.683,0.554,StateMachine,before this.everyTime
15.683,0.434,StateMachine,after this.everyTime
15.684,0.377,StateMachine,run completed
15.684,0.414,Mainline,Ending state machine pass
15.684,0.418,Mainline,Begining state machine pass
15.685,0.372,StateMachine,before if(conditionsToCheck
15.685,0.438,StateMachine,before this.everyTime
15.687,1.406,StateMachine,after this.everyTime
15.687,0.722,StateMachine,run completed
15.688,0.824,Mainline,Ending state machine pass
15.689,0.632,Mainline,Begining state machine pass
15.690,0.752,StateMachine,before if(conditionsToCheck
15.691,1.756,StateMachine,before this.everyTime
15.692,0.828,StateMachine,after this.everyTime
15.693,0.738,StateMachine,run completed
15.694,1.271,Mainline,Ending state machine pass
15.695,0.965,Mainline,Begining state machine pass
15.696,0.903,StateMachine,before if(conditionsToCheck
15.697,0.692,StateMachine,before this.everyTime
15.698,0.968,StateMachine,after this.everyTime
15.699,0.891,StateMachine,run completed
15.699,0.668,Mainline,Ending state machine pass
15.700,0.922,Mainline,Begining state machine pass
15.701,0.641,StateMachine,before if(conditionsToCheck
15.702,1.030,StateMachine,before this.everyTime
15.703,0.786,StateMachine,after this.everyTime
15.704,1.017,StateMachine,run completed
15.704,0.731,Mainline,Ending state machine pass
15.705,0.705,Mainline,Begining state machine pass
15.706,0.709,StateMachine,before if(conditionsToCheck
15.707,0.797,StateMachine,before this.everyTime
15.708,0.968,StateMachine,after this.everyTime
15.708,0.724,StateMachine,run completed
15.709,1.156,Mainline,Ending state machine pass
15.710,0.766,Mainline,Begining state machine pass
15.712,1.379,StateMachine,before if(conditionsToCheck
15.712,0.761,StateMachine,before this.everyTime
15.713,0.918,StateMachine,after this.everyTime
15.714,0.614,StateMachine,run completed
15.714,0.599,Mainline,Ending state machine pass
15.715,0.726,Mainline,Begining state machine pass
15.716,0.691,StateMachine,before if(conditionsToCheck
15.717,0.725,StateMachine,before this.everyTime
15.717,0.814,StateMachine,after this.everyTime
15.718,0.754,StateMachine,run completed
15.719,0.621,Mainline,Ending state machine pass
15.720,0.860,Mainline,Begining state machine pass
15.720,0.737,StateMachine,before if(conditionsToCheck
15.721,0.725,StateMachine,before this.everyTime
15.722,0.672,StateMachine,after this.everyTime
15.723,0.727,StateMachine,run completed
15.724,1.057,Mainline,Ending state machine pass
15.724,0.655,Mainline,Begining state machine pass
15.725,0.619,StateMachine,before if(conditionsToCheck
15.726,1.173,StateMachine,before this.everyTime
15.727,0.633,StateMachine,after this.everyTime
15.728,0.957,StateMachine,run completed
15.728,0.822,Mainline,Ending state machine pass
15.729,0.540,Mainline,Begining state machine pass
15.730,0.641,StateMachine,before if(conditionsToCheck
15.730,0.790,StateMachine,before this.everyTime
15.731,0.806,StateMachine,after this.everyTime
15.732,0.755,StateMachine,run completed
15.733,1.085,Mainline,Ending state machine pass
15.734,0.756,Mainline,Begining state machine pass
15.735,0.683,StateMachine,before if(conditionsToCheck
15.735,0.890,StateMachine,before this.everyTime
15.736,0.782,StateMachine,after this.everyTime
15.737,0.767,StateMachine,run completed
15.738,0.718,Mainline,Ending state machine pass
15.738,0.718,Mainline,Begining state machine pass
15.739,0.883,StateMachine,before if(conditionsToCheck
15.740,0.905,StateMachine,before this.everyTime
15.741,0.701,StateMachine,after this.everyTime
15.742,0.906,StateMachine,run completed
15.742,0.576,Mainline,Ending state machine pass
15.743,1.017,Mainline,Begining state machine pass
15.744,0.809,StateMachine,before if(conditionsToCheck
15.745,0.900,StateMachine,before this.everyTime
15.746,0.765,StateMachine,after this.everyTime
15.747,0.704,StateMachine,run completed
15.747,0.648,Mainline,Ending state machine pass
15.748,0.752,Mainline,Begining state machine pass
15.749,0.719,StateMachine,before if(conditionsToCheck
15.750,1.034,StateMachine,before this.everyTime
15.750,0.757,StateMachine,after this.everyTime
15.751,0.823,StateMachine,run completed
15.752,0.756,Mainline,Ending state machine pass
15.753,0.780,Mainline,Begining state machine pass
15.754,0.831,StateMachine,before if(conditionsToCheck
15.754,0.832,StateMachine,before this.everyTime
15.755,0.702,StateMachine,after this.everyTime
15.756,0.627,StateMachine,run completed
15.757,0.915,Mainline,Ending state machine pass
15.757,0.412,Mainline,Begining state machine pass
15.758,0.369,StateMachine,before if(conditionsToCheck
15.758,0.487,StateMachine,before this.everyTime
15.758,0.352,StateMachine,after this.everyTime
15.759,0.305,StateMachine,run completed
15.759,0.323,Mainline,Ending state machine pass
15.759,0.349,Mainline,Begining state machine pass
15.760,0.367,StateMachine,before if(conditionsToCheck
15.760,0.459,StateMachine,before this.everyTime
15.761,0.343,StateMachine,after this.everyTime
15.761,0.311,StateMachine,run completed
15.761,0.355,Mainline,Ending state machine pass
15.762,0.342,Mainline,Begining state machine pass
15.762,0.374,StateMachine,before if(conditionsToCheck
15.762,0.442,StateMachine,before this.everyTime
15.763,0.460,StateMachine,after this.everyTime
15.763,0.435,StateMachine,run completed
15.764,0.456,Mainline,Ending state machine pass
15.764,0.410,Mainline,Begining state machine pass
15.764,0.415,StateMachine,before if(conditionsToCheck
15.765,0.542,StateMachine,before this.everyTime
15.765,0.400,StateMachine,after this.everyTime
15.766,0.392,StateMachine,run completed
15.766,0.388,Mainline,Ending state machine pass
15.767,0.377,Mainline,Begining state machine pass
15.767,0.785,StateMachine,before if(conditionsToCheck
15.768,0.607,StateMachine,before this.everyTime
15.768,0.438,StateMachine,after this.everyTime
15.769,0.393,StateMachine,run completed
15.769,0.400,Mainline,Ending state machine pass
15.770,0.436,Mainline,Begining state machine pass
15.770,0.440,StateMachine,before if(conditionsToCheck
15.771,0.528,StateMachine,before this.everyTime
15.771,0.484,StateMachine,after this.everyTime
15.772,0.432,StateMachine,run completed
15.772,0.480,Mainline,Ending state machine pass
15.772,0.405,Mainline,Begining state machine pass
15.773,0.656,StateMachine,before if(conditionsToCheck
15.774,0.455,StateMachine,before this.everyTime
15.774,0.419,StateMachine,after this.everyTime
15.775,0.649,StateMachine,run completed
15.775,0.466,Mainline,Ending state machine pass
15.776,0.531,Mainline,Begining state machine pass
15.776,0.512,StateMachine,before if(conditionsToCheck
15.777,0.963,StateMachine,before this.everyTime
15.778,0.627,StateMachine,after this.everyTime
15.778,0.578,StateMachine,run completed
15.779,0.507,Mainline,Ending state machine pass
15.779,0.693,Mainline,Begining state machine pass
15.780,0.455,StateMachine,before if(conditionsToCheck
15.780,0.513,StateMachine,before this.everyTime
15.781,0.374,StateMachine,after this.everyTime
15.781,0.381,StateMachine,run completed
15.782,0.347,Mainline,Ending state machine pass
15.782,0.370,Mainline,Begining state machine pass
15.782,0.358,StateMachine,before if(conditionsToCheck
15.783,0.526,StateMachine,before this.everyTime
15.783,0.401,StateMachine,after this.everyTime
15.784,0.376,StateMachine,run completed
15.784,0.354,Mainline,Ending state machine pass
15.784,0.354,Mainline,Begining state machine pass
15.785,0.375,StateMachine,before if(conditionsToCheck
15.785,0.484,StateMachine,before this.everyTime
15.786,0.407,StateMachine,after this.everyTime
15.786,0.414,StateMachine,run completed
15.786,0.401,Mainline,Ending state machine pass
15.787,0.423,Mainline,Begining state machine pass
15.787,0.482,StateMachine,before if(conditionsToCheck
15.788,0.529,StateMachine,before this.everyTime
15.788,0.416,StateMachine,after this.everyTime
15.789,0.336,StateMachine,run completed
15.789,0.335,Mainline,Ending state machine pass
15.789,0.339,Mainline,Begining state machine pass
15.790,0.396,StateMachine,before if(conditionsToCheck
15.790,0.565,StateMachine,before this.everyTime
15.791,0.363,StateMachine,after this.everyTime
15.791,0.385,StateMachine,run completed
15.791,0.372,Mainline,Ending state machine pass
15.792,0.365,Mainline,Begining state machine pass
15.792,0.391,StateMachine,before if(conditionsToCheck
15.793,0.573,StateMachine,before this.everyTime
15.793,0.446,StateMachine,after this.everyTime
15.793,0.365,StateMachine,run completed
15.794,0.352,Mainline,Ending state machine pass
15.794,0.340,Mainline,Begining state machine pass
15.795,0.396,StateMachine,before if(conditionsToCheck
15.795,0.505,StateMachine,before this.everyTime
15.795,0.398,StateMachine,after this.everyTime
15.796,0.352,StateMachine,run completed
15.796,0.333,Mainline,Ending state machine pass
15.796,0.337,Mainline,Begining state machine pass
15.797,0.329,StateMachine,before if(conditionsToCheck
15.797,0.442,StateMachine,before this.everyTime
15.798,0.404,StateMachine,after this.everyTime
15.798,0.421,StateMachine,run completed
15.798,0.346,Mainline,Ending state machine pass
15.799,0.303,Mainline,Begining state machine pass
15.799,0.356,StateMachine,before if(conditionsToCheck
15.800,0.471,StateMachine,before this.everyTime
15.800,0.447,StateMachine,after this.everyTime
15.800,0.389,StateMachine,run completed
15.801,0.365,Mainline,Ending state machine pass
15.801,0.366,Mainline,Begining state machine pass
15.801,0.381,StateMachine,before if(conditionsToCheck
15.802,0.514,StateMachine,before this.everyTime
15.802,0.404,StateMachine,after this.everyTime
15.803,0.574,StateMachine,run completed
15.803,0.437,Mainline,Ending state machine pass
15.804,0.459,Mainline,Begining state machine pass
15.804,0.394,StateMachine,before if(conditionsToCheck
15.805,0.649,StateMachine,before this.everyTime
15.805,0.466,StateMachine,after this.everyTime
15.806,0.433,StateMachine,run completed
15.806,0.414,Mainline,Ending state machine pass
15.807,0.376,Mainline,Begining state machine pass
15.807,0.386,StateMachine,before if(conditionsToCheck
15.807,0.489,StateMachine,before this.everyTime
15.808,0.419,StateMachine,after this.everyTime
15.808,0.432,StateMachine,run completed
15.809,0.449,Mainline,Ending state machine pass
15.809,0.395,Mainline,Begining state machine pass
15.810,0.473,StateMachine,before if(conditionsToCheck
15.810,0.500,StateMachine,before this.everyTime
15.811,0.415,StateMachine,after this.everyTime
15.811,0.400,StateMachine,run completed
15.811,0.411,Mainline,Ending state machine pass
15.812,0.379,Mainline,Begining state machine pass
15.812,0.440,StateMachine,before if(conditionsToCheck
15.813,0.586,StateMachine,before this.everyTime
15.813,0.458,StateMachine,after this.everyTime
15.814,0.415,StateMachine,run completed
15.814,0.419,Mainline,Ending state machine pass
15.814,0.394,Mainline,Begining state machine pass
15.815,0.381,StateMachine,before if(conditionsToCheck
15.815,0.493,StateMachine,before this.everyTime
15.816,0.397,StateMachine,after this.everyTime
15.816,0.389,StateMachine,run completed
15.816,0.351,Mainline,Ending state machine pass
15.817,0.348,Mainline,Begining state machine pass
15.817,0.412,StateMachine,before if(conditionsToCheck
15.818,0.464,StateMachine,before this.everyTime
15.818,0.371,StateMachine,after this.everyTime
15.818,0.356,StateMachine,run completed
15.819,0.356,Mainline,Ending state machine pass
15.819,0.396,Mainline,Begining state machine pass
15.820,0.417,StateMachine,before if(conditionsToCheck
15.820,0.513,StateMachine,before this.everyTime
15.820,0.388,StateMachine,after this.everyTime
15.821,0.367,StateMachine,run completed
15.821,0.385,Mainline,Ending state machine pass
15.822,0.353,Mainline,Begining state machine pass
15.822,0.393,StateMachine,before if(conditionsToCheck
15.822,0.464,StateMachine,before this.everyTime
15.823,0.608,StateMachine,after this.everyTime
15.823,0.411,StateMachine,run completed
15.824,0.407,Mainline,Ending state machine pass
15.824,0.391,Mainline,Begining state machine pass
15.825,0.358,StateMachine,before if(conditionsToCheck
15.825,0.510,StateMachine,before this.everyTime
15.826,0.435,StateMachine,after this.everyTime
15.826,0.402,StateMachine,run completed
15.826,0.372,Mainline,Ending state machine pass
15.827,0.338,Mainline,Begining state machine pass
15.827,0.427,StateMachine,before if(conditionsToCheck
15.828,0.547,StateMachine,before this.everyTime
15.828,0.418,StateMachine,after this.everyTime
15.828,0.354,StateMachine,run completed
15.829,0.349,Mainline,Ending state machine pass
15.829,0.406,Mainline,Begining state machine pass
15.830,0.389,StateMachine,before if(conditionsToCheck
15.830,0.506,StateMachine,before this.everyTime
15.830,0.402,StateMachine,after this.everyTime
15.831,0.404,StateMachine,run completed
15.831,0.391,Mainline,Ending state machine pass
15.832,0.356,Mainline,Begining state machine pass
15.832,0.355,StateMachine,before if(conditionsToCheck
15.832,0.466,StateMachine,before this.everyTime
15.833,0.590,StateMachine,after this.everyTime
15.833,0.435,StateMachine,run completed
15.834,0.369,Mainline,Ending state machine pass
15.834,0.371,Mainline,Begining state machine pass
15.835,0.371,StateMachine,before if(conditionsToCheck
15.835,0.513,StateMachine,before this.everyTime
15.836,0.391,StateMachine,after this.everyTime
15.836,0.447,StateMachine,run completed
15.836,0.393,Mainline,Ending state machine pass
15.837,0.362,Mainline,Begining state machine pass
15.837,0.397,StateMachine,before if(conditionsToCheck
15.838,0.466,StateMachine,before this.everyTime
15.838,0.378,StateMachine,after this.everyTime
15.838,0.357,StateMachine,run completed
15.839,0.320,Mainline,Ending state machine pass
15.839,0.367,Mainline,Begining state machine pass
15.839,0.387,StateMachine,before if(conditionsToCheck
15.840,0.481,StateMachine,before this.everyTime
15.840,0.362,StateMachine,after this.everyTime
15.841,0.547,StateMachine,run completed
15.841,0.431,Mainline,Ending state machine pass
15.842,0.382,Mainline,Begining state machine pass
15.842,0.382,StateMachine,before if(conditionsToCheck
15.842,0.450,StateMachine,before this.everyTime
15.843,0.558,StateMachine,after this.everyTime
15.843,0.449,StateMachine,run completed
15.844,0.375,Mainline,Ending state machine pass
15.844,0.388,Mainline,Begining state machine pass
15.845,0.359,StateMachine,before if(conditionsToCheck
15.845,0.451,StateMachine,before this.everyTime
15.846,0.549,StateMachine,after this.everyTime
15.848,2.198,StateMachine,run completed
15.850,2.230,Mainline,Ending state machine pass
15.852,2.123,Mainline,Begining state machine pass
15.853,0.620,StateMachine,before if(conditionsToCheck
15.857,4.079,StateMachine,before this.everyTime
15.860,2.770,StateMachine,after this.everyTime
15.861,1.869,StateMachine,run completed
15.863,1.895,Mainline,Ending state machine pass
15.865,2.039,Mainline,Begining state machine pass
15.866,1.128,StateMachine,before if(conditionsToCheck
15.868,1.613,StateMachine,before this.everyTime
15.871,2.551,StateMachine,after this.everyTime
15.873,2.467,StateMachine,run completed
15.875,2.169,Mainline,Ending state machine pass
15.878,2.288,Mainline,Begining state machine pass
15.879,1.849,StateMachine,before if(conditionsToCheck
15.882,2.348,StateMachine,before this.everyTime
15.883,1.659,StateMachine,after this.everyTime
15.885,1.070,StateMachine,run completed
15.886,1.124,Mainline,Ending state machine pass
15.887,1.785,Mainline,Begining state machine pass
15.888,0.891,StateMachine,before if(conditionsToCheck
15.889,0.946,StateMachine,before this.everyTime
15.890,0.866,StateMachine,after this.everyTime
15.891,0.827,StateMachine,run completed
15.894,3.225,Mainline,Ending state machine pass
15.895,0.809,Mainline,Begining state machine pass
15.896,1.232,StateMachine,before if(conditionsToCheck
15.897,0.965,StateMachine,before this.everyTime
15.898,1.021,StateMachine,after this.everyTime
15.899,0.763,StateMachine,run completed
15.900,0.876,Mainline,Ending state machine pass
15.901,0.840,Mainline,Begining state machine pass
15.901,0.806,StateMachine,before if(conditionsToCheck
15.902,0.679,StateMachine,before this.everyTime
15.904,1.370,StateMachine,after this.everyTime
15.904,0.869,StateMachine,run completed
15.906,1.682,Mainline,Ending state machine pass
15.907,1.201,Mainline,Begining state machine pass
15.910,2.632,StateMachine,before if(conditionsToCheck
15.911,1.049,StateMachine,before this.everyTime
15.912,0.701,StateMachine,after this.everyTime
15.913,1.207,StateMachine,run completed
15.913,0.488,Mainline,Ending state machine pass
15.914,0.644,Mainline,Begining state machine pass
15.915,0.641,StateMachine,before if(conditionsToCheck
15.915,0.575,StateMachine,before this.everyTime
15.946,30.615,StateMachine,after this.everyTime
15.947,1.159,StateMachine,run completed
15.948,0.559,Mainline,Ending state machine pass
15.948,0.586,Mainline,Begining state machine pass
15.950,1.982,StateMachine,before if(conditionsToCheck
15.951,0.589,StateMachine,before this.everyTime
15.952,0.883,StateMachine,after this.everyTime
15.952,0.661,StateMachine,run completed
15.953,0.879,Mainline,Ending state machine pass
15.954,0.653,robot,setMotorPower was called - power: 0.00
