sec,d ms,r.init,r.init was invoked (a)
0.001,0.835,r.init,debug mode is false
0.002,1.696,robot,pushButton was invoked with button 0
3.843,3840.246,robot,resetMotorEncoders was called
3.860,17.227,robot,enableMotorEncoders was called
3.890,30.152,r.init,r.init finished (a)
3.952,61.663,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
38.712,34760.780,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
38.902,189.373,in TeleOp_Revised,top of main loop
38.903,0.988,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
38.994,91.418,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
38.996,2.284,in TeleOp_Revised,top of main loop
38.997,0.769,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
38.999,1.988,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.001,2.263,in TeleOp_Revised,top of main loop
39.003,1.126,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.006,3.180,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.008,2.448,in TeleOp_Revised,top of main loop
39.010,1.396,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.012,2.702,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.014,2.031,in TeleOp_Revised,top of main loop
39.016,1.659,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.018,2.500,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.024,5.521,in TeleOp_Revised,top of main loop
39.027,3.012,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.030,2.592,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.031,1.782,in TeleOp_Revised,top of main loop
39.033,1.586,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.036,2.981,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.040,3.951,in TeleOp_Revised,top of main loop
39.041,1.006,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.044,2.739,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.046,1.980,in TeleOp_Revised,top of main loop
39.047,1.231,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.050,3.143,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.052,2.393,in TeleOp_Revised,top of main loop
39.054,1.305,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.057,2.846,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.060,3.106,in TeleOp_Revised,top of main loop
39.061,1.066,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
39.064,2.938,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
39.066,2.483,in TeleOp_Revised,top of main loop
