sec,d ms,r.init,r.init was invoked (a)
0.001,0.443,r.init,debug mode is false
0.001,0.759,robot,pushButton was invoked with button 0
4.206,4204.762,robot,resetMotorEncoders was called
4.215,8.705,robot,enableMotorEncoders was called
4.250,35.324,r.init,r.init finished (a)
