sec,d ms,r.init,r.init was invoked (a)
0.001,0.592,r.init,debug mode is false
0.002,0.736,robot,pushButton was invoked with button 0
4.291,4289.672,robot,resetMotorEncoders was called
4.302,10.636,robot,enableMotorEncoders was called
4.331,29.431,r.init,r.init finished (a)
4.420,88.395,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
26.934,22514.650,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.131,196.915,in TeleOp_Revised,top of main loop
27.132,0.995,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.209,77.105,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.212,2.561,in TeleOp_Revised,top of main loop
27.214,2.136,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.218,4.222,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.220,2.245,in TeleOp_Revised,top of main loop
27.221,0.860,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.224,2.794,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.227,3.229,in TeleOp_Revised,top of main loop
27.229,2.017,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.233,3.842,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.237,3.936,in TeleOp_Revised,top of main loop
27.239,2.285,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.245,5.868,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.253,7.186,in TeleOp_Revised,top of main loop
27.254,1.846,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.257,2.538,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.259,1.714,in TeleOp_Revised,top of main loop
27.259,0.676,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.262,2.508,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.263,1.596,in TeleOp_Revised,top of main loop
27.265,1.137,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.266,1.916,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.268,1.519,in TeleOp_Revised,top of main loop
27.269,0.576,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.270,1.856,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.272,1.936,in TeleOp_Revised,top of main loop
27.273,0.741,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.276,2.751,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.278,2.384,in TeleOp_Revised,top of main loop
27.279,0.873,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.281,2.065,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
27.282,1.302,in TeleOp_Revised,top of main loop
27.283,0.622,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
27.285,2.429,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
