sec,d ms,r.init,r.init was invoked (a)
0.001,0.646,r.init,debug mode is false
0.001,0.681,robot,pushButton was invoked with button 0
3.974,3972.299,robot,resetMotorEncoders was called
3.984,10.685,robot,enableMotorEncoders was called
4.011,26.778,r.init,r.init finished (a)
4.104,93.320,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.003,24898.629,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.190,186.756,in TeleOp_Revised,top of main loop
29.191,1.179,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.272,80.619,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.274,2.069,in TeleOp_Revised,top of main loop
29.274,0.764,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.276,1.691,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.277,1.350,in TeleOp_Revised,top of main loop
29.278,0.854,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.280,1.760,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.282,1.620,in TeleOp_Revised,top of main loop
29.282,0.689,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.285,2.524,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.286,1.166,in TeleOp_Revised,top of main loop
29.287,1.157,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.291,3.724,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.293,2.135,in TeleOp_Revised,top of main loop
29.297,4.011,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.309,11.561,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.317,8.512,in TeleOp_Revised,top of main loop
29.319,2.060,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.326,6.407,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.331,5.129,in TeleOp_Revised,top of main loop
29.334,2.835,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.339,5.256,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.342,2.726,in TeleOp_Revised,top of main loop
29.344,2.468,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.347,2.973,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.350,2.925,in TeleOp_Revised,top of main loop
29.351,0.698,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
29.353,2.720,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
29.379,25.394,in TeleOp_Revised,top of main loop
29.382,3.049,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
