sec,d ms,r.init,r.init was invoked (a)
0.000,0.595,r.init,debug mode is false
0.001,1.018,robot,pushButton was invoked with button 0
4.154,4152.488,robot,resetMotorEncoders was called
4.172,17.867,robot,enableMotorEncoders was called
4.210,38.186,r.init,r.init finished (a)
