sec,d ms,r.init,r.init was invoked (a)
0.001,0.498,r.init,debug mode is false
0.002,0.634,robot,pushButton was invoked with button 0
3.564,3562.154,robot,resetMotorEncoders was called
3.570,6.687,robot,enableMotorEncoders was called
3.603,32.195,r.init,r.init finished (a)
3.673,70.069,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.674,1.251,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
3.878,203.797,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.665,13787.073,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.729,64.126,in TeleOp_Revised,top of main loop
17.730,1.059,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.801,70.765,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.802,1.378,in TeleOp_Revised,top of main loop
17.803,0.844,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.849,46.333,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.851,1.941,in TeleOp_Revised,top of main loop
17.852,0.915,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.854,2.090,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.857,2.364,in TeleOp_Revised,top of main loop
17.858,1.305,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.861,3.178,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.863,2.077,in TeleOp_Revised,top of main loop
17.864,0.724,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.866,1.902,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.868,1.738,in TeleOp_Revised,top of main loop
17.868,0.637,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.872,3.682,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.873,1.534,in TeleOp_Revised,top of main loop
17.874,0.924,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.877,2.573,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.878,1.305,in TeleOp_Revised,top of main loop
17.879,0.814,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.881,2.482,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.883,1.186,in TeleOp_Revised,top of main loop
17.884,1.260,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.886,1.628,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.887,1.269,in TeleOp_Revised,top of main loop
17.887,0.619,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.889,1.742,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.891,2.231,in TeleOp_Revised,top of main loop
17.892,0.895,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.894,1.600,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.895,1.377,in TeleOp_Revised,top of main loop
17.896,0.592,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.898,1.730,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.899,1.150,in TeleOp_Revised,top of main loop
17.899,0.758,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.901,1.651,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.902,1.233,in TeleOp_Revised,top of main loop
17.903,0.520,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.905,1.737,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.906,1.192,in TeleOp_Revised,top of main loop
17.906,0.622,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.908,1.927,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.910,1.882,in TeleOp_Revised,top of main loop
17.911,0.613,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.913,2.477,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.919,5.167,in TeleOp_Revised,top of main loop
17.919,0.976,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.921,1.636,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.922,1.087,in TeleOp_Revised,top of main loop
17.923,0.547,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.924,1.462,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.925,1.146,in TeleOp_Revised,top of main loop
17.926,0.707,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.928,1.849,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.931,2.647,in TeleOp_Revised,top of main loop
17.931,0.689,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.933,1.592,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.935,2.088,in TeleOp_Revised,top of main loop
17.936,0.713,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.937,1.713,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.938,1.049,in TeleOp_Revised,top of main loop
17.939,0.604,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.941,1.494,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.942,1.017,in TeleOp_Revised,top of main loop
17.942,0.543,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.944,1.953,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.945,1.166,in TeleOp_Revised,top of main loop
17.946,0.817,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.948,1.506,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.949,0.987,in TeleOp_Revised,top of main loop
17.949,0.549,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.952,2.467,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.954,2.156,in TeleOp_Revised,top of main loop
17.955,0.846,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.956,1.456,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.957,0.970,in TeleOp_Revised,top of main loop
17.958,0.561,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.959,1.670,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.961,2.023,in TeleOp_Revised,top of main loop
17.962,0.575,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.964,1.779,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
17.965,1.097,in TeleOp_Revised,top of main loop
17.965,0.614,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.967,1.579,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
