sec,d ms,r.init,r.init was invoked (a)
0.001,1.014,r.init,debug mode is false
0.002,1.023,robot,pushButton was invoked with button 0
5.215,5212.835,robot,resetMotorEncoders was called
5.216,1.105,robot,enableMotorEncoders was called
5.219,2.897,r.init,r.init finished (a)
