sec,d ms,r.init,r.init was invoked (a)
0.000,0.499,r.init,debug mode is false
0.001,0.913,robot,pushButton was invoked with button 0
3.440,3438.897,robot,resetMotorEncoders was called
3.452,11.814,robot,enableMotorEncoders was called
3.485,33.636,r.init,r.init finished (a)
3.552,66.244,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.553,1.554,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
3.746,192.566,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.719,1973.356,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.800,81.235,robot,pushButton was invoked with button 0
5.802,1.146,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.816,13.965,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.818,2.616,robot,pushButton was invoked with button 0
5.822,3.917,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.827,4.666,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.831,4.188,robot,pushButton was invoked with button 0
5.835,3.883,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.839,4.440,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.845,5.429,robot,pushButton was invoked with button 0
5.846,1.539,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.848,2.161,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.854,5.190,robot,pushButton was invoked with button 0
5.855,1.216,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.858,2.874,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.859,1.428,robot,pushButton was invoked with button 0
5.860,0.782,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.862,2.292,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.864,1.721,robot,pushButton was invoked with button 0
5.865,0.895,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.867,2.493,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.869,1.454,robot,pushButton was invoked with button 0
5.869,0.663,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.873,3.704,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.879,5.730,robot,pushButton was invoked with button 0
5.881,1.870,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.885,3.887,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.888,2.984,robot,pushButton was invoked with button 0
5.889,1.298,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.892,3.566,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.897,4.769,robot,pushButton was invoked with button 0
5.899,1.769,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.902,2.707,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.903,1.794,robot,pushButton was invoked with button 0
5.905,1.980,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.910,4.925,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.915,5.056,robot,pushButton was invoked with button 0
5.917,1.763,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.945,27.476,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.948,3.382,robot,pushButton was invoked with button 0
5.950,1.635,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.953,3.032,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.955,2.005,robot,pushButton was invoked with button 0
5.956,1.674,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.959,3.031,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.962,2.495,robot,pushButton was invoked with button 0
5.963,1.062,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.966,2.681,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.968,1.947,robot,pushButton was invoked with button 0
5.969,1.165,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.971,2.258,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.972,1.289,robot,pushButton was invoked with button 0
5.974,1.170,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.976,2.660,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.978,1.608,robot,pushButton was invoked with button 0
5.978,0.626,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.981,2.294,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.982,1.201,robot,pushButton was invoked with button 0
5.984,1.614,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.986,2.248,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.988,2.296,robot,pushButton was invoked with button 0
5.989,0.905,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.991,1.815,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.992,1.448,robot,pushButton was invoked with button 0
5.993,1.037,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.995,1.307,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.996,1.757,robot,pushButton was invoked with button 0
5.997,1.150,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.999,1.703,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.001,1.528,robot,pushButton was invoked with button 0
6.002,1.344,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.004,1.477,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.005,1.845,robot,pushButton was invoked with button 0
6.006,1.056,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.008,1.631,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.009,1.364,robot,pushButton was invoked with button 0
6.011,1.160,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.012,1.266,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.013,1.395,robot,pushButton was invoked with button 0
6.014,0.646,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.017,3.303,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.019,1.863,robot,pushButton was invoked with button 0
6.020,0.763,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.021,1.150,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.022,1.373,robot,pushButton was invoked with button 0
6.023,0.639,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.024,1.468,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.026,1.102,robot,pushButton was invoked with button 0
6.027,1.033,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.029,2.089,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.030,1.622,robot,pushButton was invoked with button 0
6.031,0.703,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.033,1.557,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.034,1.409,robot,pushButton was invoked with button 0
6.035,0.871,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.036,1.587,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.038,1.919,robot,pushButton was invoked with button 0
6.039,0.767,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.041,1.723,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.043,1.712,robot,pushButton was invoked with button 0
6.044,1.187,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.045,1.311,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.047,2.012,robot,pushButton was invoked with button 0
6.048,0.832,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.050,1.881,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
