sec,d ms,r.init,r.init was invoked (a)
0.000,0.624,r.init,debug mode is false
0.001,0.674,robot,pushButton was invoked with button 0
4.073,4071.625,robot,resetMotorEncoders was called
4.088,14.966,robot,enableMotorEncoders was called
4.117,28.938,r.init,r.init finished (a)
4.204,87.617,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.206,1.374,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.385,179.298,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
13.525,9140.276,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
