sec,d ms,r.init,r.init was invoked (a)
0.000,0.758,r.init,debug mode is false
0.002,1.315,robot,pushButton was invoked with button 0
4.102,4100.797,robot,resetMotorEncoders was called
4.117,14.601,robot,enableMotorEncoders was called
4.154,36.966,r.init,r.init finished (a)
