sec,d ms,r.init,r.init was invoked (a)
0.000,0.541,r.init,debug mode is false
0.001,0.879,robot,pushButton was invoked with button 0
4.219,4218.059,robot,resetMotorEncoders was called
4.225,5.625,robot,enableMotorEncoders was called
4.262,36.655,r.init,r.init finished (a)
4.331,69.671,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
9.880,5548.726,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.055,175.315,in TeleOp_Revised,top of main loop
10.056,0.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.158,101.542,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.170,12.405,in TeleOp_Revised,top of main loop
10.178,7.632,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.181,3.035,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.186,5.160,in TeleOp_Revised,top of main loop
10.187,1.222,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.212,24.926,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.214,1.751,in TeleOp_Revised,top of main loop
10.214,0.580,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.217,2.261,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.218,1.951,in TeleOp_Revised,top of main loop
10.220,1.074,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.222,2.166,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.223,1.323,in TeleOp_Revised,top of main loop
10.224,0.678,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.226,1.810,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.227,1.485,in TeleOp_Revised,top of main loop
10.228,0.641,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.229,1.824,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.231,1.149,in TeleOp_Revised,top of main loop
10.231,0.592,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.233,1.502,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.234,1.015,in TeleOp_Revised,top of main loop
10.234,0.528,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.236,1.956,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.237,1.080,in TeleOp_Revised,top of main loop
10.238,0.667,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.240,1.718,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.241,1.112,in TeleOp_Revised,top of main loop
10.241,0.592,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.243,1.378,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.244,1.052,in TeleOp_Revised,top of main loop
10.244,0.571,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.246,1.540,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.247,1.073,in TeleOp_Revised,top of main loop
10.247,0.516,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.249,1.404,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.250,1.032,in TeleOp_Revised,top of main loop
10.250,0.479,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.252,1.435,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.253,0.958,in TeleOp_Revised,top of main loop
10.253,0.502,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.255,1.698,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.256,1.088,in TeleOp_Revised,top of main loop
10.257,0.543,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.258,1.417,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.259,0.994,in TeleOp_Revised,top of main loop
10.260,0.530,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.261,1.438,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.262,1.076,in TeleOp_Revised,top of main loop
10.263,0.515,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.264,1.430,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.266,1.788,in TeleOp_Revised,top of main loop
10.267,0.898,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.270,3.003,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.271,1.434,in TeleOp_Revised,top of main loop
10.272,0.636,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.274,2.148,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.276,2.011,in TeleOp_Revised,top of main loop
10.277,0.623,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.278,1.686,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.280,1.554,in TeleOp_Revised,top of main loop
10.280,0.499,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.282,1.646,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.283,1.094,in TeleOp_Revised,top of main loop
10.284,0.600,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.285,1.727,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.286,1.008,in TeleOp_Revised,top of main loop
10.287,0.866,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.289,1.471,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.290,1.113,in TeleOp_Revised,top of main loop
10.290,0.517,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.292,1.405,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.293,0.997,in TeleOp_Revised,top of main loop
10.293,0.561,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.295,1.660,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.296,1.065,in TeleOp_Revised,top of main loop
10.297,0.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.298,1.410,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.299,1.315,in TeleOp_Revised,top of main loop
10.300,0.540,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.302,1.695,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.303,1.394,in TeleOp_Revised,top of main loop
10.304,0.627,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.306,2.180,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.307,1.475,in TeleOp_Revised,top of main loop
10.308,0.548,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.310,1.936,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.311,1.503,in TeleOp_Revised,top of main loop
10.312,0.594,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.314,2.119,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.316,1.723,in TeleOp_Revised,top of main loop
10.316,0.475,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.318,1.852,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.320,1.710,in TeleOp_Revised,top of main loop
10.320,0.533,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.322,1.846,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.324,1.559,in TeleOp_Revised,top of main loop
10.324,0.557,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.326,2.015,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.328,1.419,in TeleOp_Revised,top of main loop
10.328,0.498,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.331,2.901,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.332,1.046,in TeleOp_Revised,top of main loop
10.333,0.949,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.335,1.434,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.336,1.130,in TeleOp_Revised,top of main loop
10.336,0.515,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.338,1.463,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.339,1.014,in TeleOp_Revised,top of main loop
10.339,0.525,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.341,1.416,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.342,0.924,in TeleOp_Revised,top of main loop
10.342,0.592,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.344,1.455,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.345,0.956,in TeleOp_Revised,top of main loop
10.345,0.549,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.347,1.459,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.348,1.081,in TeleOp_Revised,top of main loop
10.348,0.488,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.350,1.470,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.351,1.089,in TeleOp_Revised,top of main loop
10.351,0.590,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.353,1.509,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.354,1.070,in TeleOp_Revised,top of main loop
10.354,0.433,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.356,1.655,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.357,1.243,in TeleOp_Revised,top of main loop
10.358,0.628,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.359,1.467,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.360,1.081,in TeleOp_Revised,top of main loop
10.361,0.523,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.362,1.480,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.363,1.038,in TeleOp_Revised,top of main loop
10.364,0.541,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.365,1.496,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.367,1.011,in TeleOp_Revised,top of main loop
10.367,0.562,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.368,1.374,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.369,1.046,in TeleOp_Revised,top of main loop
10.371,1.126,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.372,1.446,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.373,0.992,in TeleOp_Revised,top of main loop
10.374,0.560,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.375,1.489,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.376,0.980,in TeleOp_Revised,top of main loop
10.377,0.521,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.378,1.339,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.379,0.935,in TeleOp_Revised,top of main loop
10.379,0.524,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.381,1.369,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.382,1.086,in TeleOp_Revised,top of main loop
10.382,0.515,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.384,1.376,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.385,1.235,in TeleOp_Revised,top of main loop
10.386,0.604,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.387,1.483,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.388,1.033,in TeleOp_Revised,top of main loop
10.389,0.510,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.390,1.354,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.391,0.936,in TeleOp_Revised,top of main loop
10.391,0.549,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.393,1.737,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.395,1.959,in TeleOp_Revised,top of main loop
10.396,0.628,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.397,1.593,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.399,1.201,in TeleOp_Revised,top of main loop
10.399,0.502,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.401,1.567,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.402,1.001,in TeleOp_Revised,top of main loop
10.402,0.550,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.404,1.534,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.405,1.199,in TeleOp_Revised,top of main loop
10.405,0.571,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.412,6.584,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.413,1.035,in TeleOp_Revised,top of main loop
10.414,0.539,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.415,1.700,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.416,1.050,in TeleOp_Revised,top of main loop
10.417,0.721,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.419,1.447,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.420,0.994,in TeleOp_Revised,top of main loop
10.420,0.543,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.422,1.404,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.423,1.072,in TeleOp_Revised,top of main loop
10.424,1.235,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.433,9.541,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.436,2.339,in TeleOp_Revised,top of main loop
10.437,1.068,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.439,1.987,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.440,1.542,in TeleOp_Revised,top of main loop
10.442,1.555,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.446,3.688,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.447,1.150,in TeleOp_Revised,top of main loop
10.447,0.596,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.449,1.873,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.451,1.413,in TeleOp_Revised,top of main loop
10.451,0.543,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.453,1.469,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.454,0.985,in TeleOp_Revised,top of main loop
10.454,0.641,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.456,1.866,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.457,1.265,in TeleOp_Revised,top of main loop
10.458,0.600,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
