sec,d ms,r.init,r.init was invoked (a)
0.003,2.984,r.init,debug mode is false
0.005,1.547,robot,pushButton was invoked with button 0
3.564,3559.164,robot,resetMotorEncoders was called
3.579,14.667,robot,enableMotorEncoders was called
3.612,32.812,r.init,r.init finished (a)
3.697,84.969,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.698,1.350,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
