sec,d ms,r.init,r.init was invoked (a)
0.001,0.702,r.init,debug mode is false
0.002,0.595,robot,pushButton was invoked with button 0
3.412,3409.981,robot,resetMotorEncoders was called
3.428,16.025,robot,enableMotorEncoders was called
3.464,36.753,r.init,r.init finished (a)
3.518,53.927,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.519,0.869,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
3.719,200.141,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
9.962,6242.365,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.028,65.901,in TeleOp_Revised,top of main loop
10.029,0.984,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.129,100.518,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.131,1.485,in TeleOp_Revised,top of main loop
10.132,0.948,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.134,2.229,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.135,1.552,in TeleOp_Revised,top of main loop
10.136,0.915,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.138,1.967,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.143,4.300,in TeleOp_Revised,top of main loop
10.144,1.581,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.149,4.366,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.153,4.229,in TeleOp_Revised,top of main loop
10.154,1.313,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.158,4.255,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.160,1.964,in TeleOp_Revised,top of main loop
10.163,2.500,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.165,2.222,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.170,4.848,in TeleOp_Revised,top of main loop
10.171,1.505,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.174,2.292,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.178,3.846,in TeleOp_Revised,top of main loop
10.178,0.944,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.181,2.111,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.182,1.642,in TeleOp_Revised,top of main loop
10.183,0.940,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.185,2.355,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.187,1.805,in TeleOp_Revised,top of main loop
10.188,1.066,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.191,2.798,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.194,2.602,in TeleOp_Revised,top of main loop
10.195,0.778,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.197,2.058,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.199,2.184,in TeleOp_Revised,top of main loop
10.200,1.550,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.203,2.239,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.205,2.197,in TeleOp_Revised,top of main loop
10.205,0.633,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.207,1.677,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.208,1.243,in TeleOp_Revised,top of main loop
10.209,0.785,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.212,2.942,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.214,1.695,in TeleOp_Revised,top of main loop
10.215,0.786,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.218,3.736,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.220,1.821,in TeleOp_Revised,top of main loop
10.221,1.356,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.224,2.852,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.227,2.563,in TeleOp_Revised,top of main loop
10.228,1.401,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.230,1.627,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.231,1.118,in TeleOp_Revised,top of main loop
10.232,1.490,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
10.234,1.769,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
10.236,1.361,in TeleOp_Revised,top of main loop
