sec,d ms,r.init,r.init was invoked (a)
0.001,0.853,r.init,debug mode is false
0.002,1.098,robot,pushButton was invoked with button 0
3.982,3980.276,robot,resetMotorEncoders was called
4.000,17.772,robot,enableMotorEncoders was called
4.036,35.678,r.init,r.init finished (a)
4.098,62.441,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
69.795,65696.663,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
69.969,173.821,in TeleOp_Revised,top of main loop
69.970,1.055,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.063,93.484,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.065,1.395,in TeleOp_Revised,top of main loop
70.066,1.015,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.068,2.016,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.070,2.633,in TeleOp_Revised,top of main loop
70.073,2.176,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.075,2.162,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.076,1.652,in TeleOp_Revised,top of main loop
70.077,0.976,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.079,1.874,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.085,5.715,in TeleOp_Revised,top of main loop
70.086,1.147,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.090,4.049,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.092,2.249,in TeleOp_Revised,top of main loop
70.093,0.852,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.096,3.165,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.099,2.953,in TeleOp_Revised,top of main loop
70.100,0.923,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.103,2.627,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.105,2.401,in TeleOp_Revised,top of main loop
70.106,0.834,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.108,2.101,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.110,1.559,in TeleOp_Revised,top of main loop
70.111,1.091,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.113,1.674,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.115,2.552,in TeleOp_Revised,top of main loop
70.116,0.655,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.120,4.078,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.122,2.277,in TeleOp_Revised,top of main loop
70.123,1.039,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.125,2.063,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.128,2.646,in TeleOp_Revised,top of main loop
70.129,0.689,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.131,1.987,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.133,2.309,in TeleOp_Revised,top of main loop
70.134,1.197,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.136,1.908,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.137,1.521,in TeleOp_Revised,top of main loop
70.139,1.405,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.141,2.115,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.143,2.223,in TeleOp_Revised,top of main loop
70.145,1.929,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.147,2.003,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.150,2.440,in TeleOp_Revised,top of main loop
70.151,1.109,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
70.153,2.397,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
70.155,1.675,in TeleOp_Revised,top of main loop
