sec,d ms,r.init,r.init was invoked (a)
0.001,0.787,r.init,debug mode is false
0.008,6.940,robot,pushButton was invoked with button 0
5.259,5250.825,robot,resetMotorEncoders was called
5.260,0.956,robot,enableMotorEncoders was called
5.260,0.732,r.init,r.init finished (a)
