sec,d ms,r.init,r.init was invoked (a)
0.001,0.442,r.init,debug mode is false
0.001,0.646,robot,pushButton was invoked with button 0
4.213,4212.036,robot,resetMotorEncoders was called
4.220,6.912,robot,enableMotorEncoders was called
4.250,30.073,r.init,r.init finished (a)
