sec,d ms,r.init,r.init was invoked (a)
0.001,1.027,r.init,debug mode is false
0.002,0.975,robot,pushButton was invoked with button 0
5.240,5237.692,robot,resetMotorEncoders was called
5.242,1.809,robot,enableMotorEncoders was called
5.243,1.369,r.init,r.init finished (a)
