sec,d ms,r.init,r.init was invoked (a)
0.002,1.181,r.init,debug mode is false
0.003,1.089,robot,pushButton was invoked with button 0
4.273,4270.146,robot,resetMotorEncoders was called
4.288,15.407,robot,enableMotorEncoders was called
4.319,31.099,r.init,r.init finished (a)
