sec,d ms,r.init,r.init was invoked (a)
0.001,0.907,r.init,debug mode is false
0.008,7.176,robot,pushButton was invoked with button 0
5.273,5264.821,robot,resetMotorEncoders was called
5.274,0.579,robot,enableMotorEncoders was called
5.274,0.734,r.init,r.init finished (a)
