sec,d ms,r.init,r.init was invoked (a)
0.001,0.984,r.init,debug mode is false
0.003,1.502,robot,pushButton was invoked with button 0
4.460,4457.253,robot,resetMotorEncoders was called
4.468,8.306,robot,enableMotorEncoders was called
4.498,29.893,r.init,r.init finished (a)
