sec,d ms,r.init,r.init was invoked (a)
0.002,1.213,r.init,debug mode is false
0.005,3.005,robot,pushButton was invoked with button 0
3.893,3888.104,robot,resetMotorEncoders was called
3.905,12.497,robot,enableMotorEncoders was called
3.929,24.039,r.init,r.init finished (a)
4.016,86.507,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.278,1262.567,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.476,197.441,in TeleOp_Revised,top of main loop
5.477,0.924,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.533,56.527,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.536,2.553,in TeleOp_Revised,top of main loop
5.538,1.771,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.541,3.158,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.543,2.212,in TeleOp_Revised,top of main loop
5.544,0.799,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.547,3.590,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.549,1.886,in TeleOp_Revised,top of main loop
5.551,1.614,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.553,2.438,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.555,1.934,in TeleOp_Revised,top of main loop
5.557,2.228,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.560,2.806,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.562,1.761,in TeleOp_Revised,top of main loop
5.563,0.738,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.566,3.355,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.568,1.457,in TeleOp_Revised,top of main loop
5.568,0.642,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.570,1.826,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.571,1.437,in TeleOp_Revised,top of main loop
5.572,0.703,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.574,1.883,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.575,1.411,in TeleOp_Revised,top of main loop
5.576,0.744,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.578,2.010,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.580,1.834,in TeleOp_Revised,top of main loop
5.581,0.871,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.583,1.691,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.584,1.666,in TeleOp_Revised,top of main loop
5.585,0.870,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.587,1.723,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.588,1.415,in TeleOp_Revised,top of main loop
5.589,0.709,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.591,1.844,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.592,1.283,in TeleOp_Revised,top of main loop
5.593,0.757,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.594,1.613,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.596,1.370,in TeleOp_Revised,top of main loop
5.597,0.949,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.598,1.637,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.599,1.049,in TeleOp_Revised,top of main loop
5.600,0.531,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.601,1.436,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.602,0.971,in TeleOp_Revised,top of main loop
5.603,0.565,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.604,1.360,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.605,1.067,in TeleOp_Revised,top of main loop
5.606,0.666,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.607,1.432,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.609,1.035,in TeleOp_Revised,top of main loop
5.609,0.580,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.610,1.351,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.611,1.031,in TeleOp_Revised,top of main loop
5.612,0.522,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.613,1.316,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.614,0.977,in TeleOp_Revised,top of main loop
5.615,0.557,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.616,1.355,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.617,1.065,in TeleOp_Revised,top of main loop
5.618,0.496,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.619,1.334,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.620,1.277,in TeleOp_Revised,top of main loop
5.621,0.576,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.622,1.337,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.623,0.995,in TeleOp_Revised,top of main loop
5.624,0.521,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.628,4.500,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.630,1.209,in TeleOp_Revised,top of main loop
5.630,0.832,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.632,1.571,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.633,1.227,in TeleOp_Revised,top of main loop
5.634,1.142,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.636,1.964,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.637,1.172,in TeleOp_Revised,top of main loop
5.638,0.654,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.639,1.436,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.641,1.191,in TeleOp_Revised,top of main loop
5.641,0.794,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.650,8.115,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.657,6.970,in TeleOp_Revised,top of main loop
5.657,0.883,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.665,7.222,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.672,7.398,in TeleOp_Revised,top of main loop
5.673,1.023,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.675,1.619,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.676,1.537,in TeleOp_Revised,top of main loop
5.677,0.889,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.679,1.953,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.681,1.585,in TeleOp_Revised,top of main loop
5.681,0.637,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.683,1.446,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.684,1.012,in TeleOp_Revised,top of main loop
5.684,0.580,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.686,1.336,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.687,1.437,in TeleOp_Revised,top of main loop
5.688,0.518,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.689,1.378,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.690,1.082,in TeleOp_Revised,top of main loop
5.691,0.568,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.692,1.426,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.693,0.970,in TeleOp_Revised,top of main loop
5.694,0.494,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.695,1.708,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.697,1.571,in TeleOp_Revised,top of main loop
5.697,0.592,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.699,1.532,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.700,1.096,in TeleOp_Revised,top of main loop
5.701,0.547,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.702,1.678,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.703,0.957,in TeleOp_Revised,top of main loop
