sec,d ms,r.init,r.init was invoked (a)
0.000,0.556,r.init,debug mode is false
0.001,0.638,robot,pushButton was invoked with button 0
4.119,4118.075,robot,resetMotorEncoders was called
4.130,10.958,robot,enableMotorEncoders was called
4.163,33.371,r.init,r.init finished (a)
4.246,82.538,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.282,36.222,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.473,190.693,in TeleOp_Revised,top of main loop
4.474,0.719,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.510,36.508,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.512,1.720,in TeleOp_Revised,top of main loop
4.513,1.052,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.540,27.057,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.543,2.696,in TeleOp_Revised,top of main loop
4.544,1.358,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.546,2.224,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.550,3.475,in TeleOp_Revised,top of main loop
4.551,1.493,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.554,2.681,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.556,2.122,in TeleOp_Revised,top of main loop
4.558,1.881,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.562,4.104,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.565,2.953,in TeleOp_Revised,top of main loop
4.566,0.702,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.568,2.197,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.571,3.173,in TeleOp_Revised,top of main loop
4.572,1.282,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.574,1.894,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.576,1.457,in TeleOp_Revised,top of main loop
4.577,1.199,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.580,3.176,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.582,2.025,in TeleOp_Revised,top of main loop
4.583,1.459,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.586,2.515,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.588,2.092,in TeleOp_Revised,top of main loop
4.590,1.503,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.593,2.970,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.595,2.500,in TeleOp_Revised,top of main loop
4.596,1.400,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.599,2.269,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.601,2.013,in TeleOp_Revised,top of main loop
4.602,0.854,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.603,1.777,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.605,1.428,in TeleOp_Revised,top of main loop
4.606,0.889,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.607,1.728,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.609,1.313,in TeleOp_Revised,top of main loop
4.609,0.673,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.612,2.170,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.613,1.474,in TeleOp_Revised,top of main loop
4.614,0.757,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.616,1.801,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.617,1.355,in TeleOp_Revised,top of main loop
4.618,1.016,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.620,1.908,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.622,1.939,in TeleOp_Revised,top of main loop
4.623,0.741,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.625,2.927,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.627,1.388,in TeleOp_Revised,top of main loop
4.628,0.756,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.629,1.707,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.631,2.090,in TeleOp_Revised,top of main loop
4.632,0.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.635,2.716,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.636,0.970,in TeleOp_Revised,top of main loop
4.636,0.556,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.638,1.390,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.639,1.132,in TeleOp_Revised,top of main loop
4.639,0.514,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.641,1.500,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.642,1.293,in TeleOp_Revised,top of main loop
4.643,0.626,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
