sec,d ms,r.init,r.init was invoked (a)
0.001,0.763,r.init,debug mode is false
0.003,1.691,robot,pushButton was invoked with button 0
3.555,3552.261,robot,resetMotorEncoders was called
3.565,9.711,robot,enableMotorEncoders was called
3.589,24.704,r.init,r.init finished (a)
3.653,63.730,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.654,1.232,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
