sec,d ms,r.init,r.init was invoked (a)
0.001,0.709,r.init,debug mode is false
0.002,1.174,robot,pushButton was invoked with button 0
3.905,3902.622,robot,resetMotorEncoders was called
3.918,13.358,robot,enableMotorEncoders was called
3.950,31.933,r.init,r.init finished (a)
4.017,67.172,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.326,2308.581,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.497,170.974,in TeleOp_Revised,top of main loop
6.498,1.175,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.557,59.245,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.559,1.909,in TeleOp_Revised,top of main loop
6.560,1.078,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.589,28.740,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.591,1.939,in TeleOp_Revised,top of main loop
6.592,1.160,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.595,3.241,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.597,1.840,in TeleOp_Revised,top of main loop
6.598,0.825,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.601,3.135,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.603,1.751,in TeleOp_Revised,top of main loop
6.604,0.872,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.606,2.079,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.607,1.823,in TeleOp_Revised,top of main loop
6.610,2.055,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.612,2.080,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.613,1.382,in TeleOp_Revised,top of main loop
6.614,1.006,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.618,4.450,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.622,3.358,in TeleOp_Revised,top of main loop
6.626,3.803,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.629,3.670,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.631,1.785,in TeleOp_Revised,top of main loop
6.632,0.989,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.635,3.297,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.638,2.305,in TeleOp_Revised,top of main loop
6.640,2.667,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.643,2.863,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.647,3.481,in TeleOp_Revised,top of main loop
6.648,1.325,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.651,2.547,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.653,2.208,in TeleOp_Revised,top of main loop
6.654,1.157,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
6.656,2.039,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
6.658,1.918,in TeleOp_Revised,top of main loop
6.659,0.955,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
