sec,d ms,r.init,r.init was invoked (a)
0.001,0.623,r.init,debug mode is false
0.002,0.716,robot,pushButton was invoked with button 0
3.879,3877.262,robot,resetMotorEncoders was called
3.895,16.048,robot,enableMotorEncoders was called
3.942,47.142,r.init,r.init finished (a)
