sec,d ms,r.init,r.init was invoked (a)
0.001,0.680,r.init,debug mode is false
0.002,1.081,robot,pushButton was invoked with button 0
3.415,3412.925,robot,resetMotorEncoders was called
3.429,14.488,robot,enableMotorEncoders was called
3.458,28.954,r.init,r.init finished (a)
3.523,64.198,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.524,1.221,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
