sec,d ms,r.init,r.init was invoked (a)
0.001,0.581,r.init,debug mode is false
0.003,1.889,robot,pushButton was invoked with button 0
3.486,3482.982,robot,resetMotorEncoders was called
3.505,19.496,robot,enableMotorEncoders was called
3.536,30.453,r.init,r.init finished (a)
3.612,76.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.614,1.455,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
