sec,d ms,r.init,r.init was invoked (a)
0.001,1.525,r.init,debug mode is false
0.002,1.131,robot,pushButton was invoked with button 0
4.301,4298.359,robot,resetMotorEncoders was called
4.314,13.062,robot,enableMotorEncoders was called
4.340,26.265,r.init,r.init finished (a)
4.402,62.378,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
17.972,13569.922,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.159,186.629,in TeleOp_Revised,top of main loop
18.160,1.297,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.257,97.050,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.259,1.416,in TeleOp_Revised,top of main loop
18.261,2.367,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.263,1.592,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.266,3.478,in TeleOp_Revised,top of main loop
18.267,0.732,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.269,1.855,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.271,1.918,in TeleOp_Revised,top of main loop
18.272,1.581,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.276,3.841,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.278,2.014,in TeleOp_Revised,top of main loop
18.279,0.730,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.281,2.448,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.283,1.365,in TeleOp_Revised,top of main loop
18.284,1.302,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.288,4.545,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.291,2.382,in TeleOp_Revised,top of main loop
18.292,0.977,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.293,1.713,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.295,1.326,in TeleOp_Revised,top of main loop
18.296,0.794,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.298,2.148,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.300,2.407,in TeleOp_Revised,top of main loop
18.301,0.853,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.305,4.039,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.306,1.234,in TeleOp_Revised,top of main loop
18.307,0.841,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.310,3.282,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.312,1.837,in TeleOp_Revised,top of main loop
18.313,0.822,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.316,2.491,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.317,1.488,in TeleOp_Revised,top of main loop
18.320,2.927,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.323,2.690,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.326,3.068,in TeleOp_Revised,top of main loop
18.326,0.703,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.329,2.150,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.332,3.072,in TeleOp_Revised,top of main loop
18.334,2.030,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.337,3.785,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.339,1.433,in TeleOp_Revised,top of main loop
18.340,1.147,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.345,4.483,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.348,3.668,in TeleOp_Revised,top of main loop
18.353,4.534,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.356,3.193,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.359,3.085,in TeleOp_Revised,top of main loop
18.360,0.745,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.362,1.992,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.364,1.961,in TeleOp_Revised,top of main loop
18.365,0.813,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.366,1.544,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.367,1.360,in TeleOp_Revised,top of main loop
18.368,0.687,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
18.370,2.271,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
18.373,2.251,in TeleOp_Revised,top of main loop
18.375,1.991,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
