sec,d ms,r.init,r.init was invoked (a)
0.001,0.935,r.init,debug mode is false
0.002,0.835,robot,pushButton was invoked with button 0
4.306,4303.909,robot,resetMotorEncoders was called
4.322,15.869,robot,enableMotorEncoders was called
4.363,41.165,r.init,r.init finished (a)
