sec,d ms,r.init,r.init was invoked (a)
0.001,0.520,r.init,debug mode is false
0.003,2.550,robot,pushButton was invoked with button 0
3.997,3993.906,robot,resetMotorEncoders was called
4.013,15.995,robot,enableMotorEncoders was called
4.049,36.153,r.init,r.init finished (a)
