sec,d ms,r.init,r.init was invoked (a)
0.000,0.640,r.init,debug mode is false
0.002,1.767,robot,pushButton was invoked with button 0
3.402,3399.653,robot,resetMotorEncoders was called
3.417,14.989,robot,enableMotorEncoders was called
3.447,29.818,r.init,r.init finished (a)
