sec,d ms,r.init,r.init was invoked (a)
0.001,0.691,r.init,debug mode is false
0.004,2.732,robot,pushButton was invoked with button 0
3.828,3823.955,robot,resetMotorEncoders was called
3.842,14.125,robot,enableMotorEncoders was called
3.879,36.847,r.init,r.init finished (a)
