sec,d ms,r.init,r.init was invoked (a)
0.000,0.472,r.init,debug mode is false
0.001,0.539,robot,pushButton was invoked with button 0
3.899,3898.771,robot,resetMotorEncoders was called
3.911,11.956,robot,enableMotorEncoders was called
3.953,41.775,r.init,r.init finished (a)
