sec,d ms,r.init,r.init was invoked (a)
0.001,0.703,r.init,debug mode is false
0.002,0.955,robot,pushButton was invoked with button 0
3.242,3240.218,robot,resetMotorEncoders was called
3.254,12.330,robot,enableMotorEncoders was called
3.293,38.727,r.init,r.init finished (a)
3.368,74.961,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.369,1.391,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
3.544,174.738,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.079,3534.517,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.132,53.096,in TeleOp_Revised,top of main loop
7.133,1.030,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.232,98.886,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.234,2.072,in TeleOp_Revised,top of main loop
7.235,0.903,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.237,2.759,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.239,1.918,in TeleOp_Revised,top of main loop
7.240,0.916,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.245,5.370,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.247,1.704,in TeleOp_Revised,top of main loop
7.248,1.054,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.252,3.466,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.255,3.499,in TeleOp_Revised,top of main loop
7.256,0.778,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.259,2.646,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.260,1.761,in TeleOp_Revised,top of main loop
7.261,0.761,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.263,1.631,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.265,2.202,in TeleOp_Revised,top of main loop
7.266,1.079,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.270,3.834,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.272,2.137,in TeleOp_Revised,top of main loop
7.273,1.450,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.277,3.519,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.278,1.396,in TeleOp_Revised,top of main loop
7.279,1.000,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.282,2.129,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.285,3.511,in TeleOp_Revised,top of main loop
7.287,1.791,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.289,2.474,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.291,1.287,in TeleOp_Revised,top of main loop
7.291,0.670,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.294,2.443,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.295,1.607,in TeleOp_Revised,top of main loop
7.296,1.106,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.298,1.899,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.300,1.247,in TeleOp_Revised,top of main loop
7.300,0.666,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.302,1.898,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.304,1.408,in TeleOp_Revised,top of main loop
7.304,0.785,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.306,2.076,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.308,1.399,in TeleOp_Revised,top of main loop
7.308,0.684,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.310,1.812,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.312,1.319,in TeleOp_Revised,top of main loop
7.312,0.625,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.314,2.046,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.316,1.287,in TeleOp_Revised,top of main loop
7.316,0.609,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.318,1.556,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.319,1.043,in TeleOp_Revised,top of main loop
7.319,0.466,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.321,1.502,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.322,1.041,in TeleOp_Revised,top of main loop
7.322,0.547,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.324,1.647,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.326,1.838,in TeleOp_Revised,top of main loop
7.326,0.560,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.328,1.614,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.329,1.224,in TeleOp_Revised,top of main loop
7.330,0.693,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.332,1.700,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.333,1.077,in TeleOp_Revised,top of main loop
7.333,0.520,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.335,1.935,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.337,1.480,in TeleOp_Revised,top of main loop
7.337,0.672,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.340,2.464,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.341,1.482,in TeleOp_Revised,top of main loop
7.342,0.732,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.344,1.904,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.345,1.012,in TeleOp_Revised,top of main loop
7.345,0.568,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.347,1.461,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.348,1.031,in TeleOp_Revised,top of main loop
7.348,0.480,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.350,1.703,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.352,1.375,in TeleOp_Revised,top of main loop
7.352,0.638,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.354,1.891,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.355,1.308,in TeleOp_Revised,top of main loop
7.356,0.600,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.358,1.658,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.359,1.054,in TeleOp_Revised,top of main loop
7.359,0.517,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.361,1.848,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.362,1.357,in TeleOp_Revised,top of main loop
7.363,0.468,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.366,3.196,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.368,1.734,in TeleOp_Revised,top of main loop
7.368,0.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.370,1.824,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.371,1.047,in TeleOp_Revised,top of main loop
7.372,0.549,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.373,1.460,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.374,1.111,in TeleOp_Revised,top of main loop
7.375,0.491,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.376,1.516,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.378,1.022,in TeleOp_Revised,top of main loop
7.378,0.642,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.380,1.466,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.381,1.095,in TeleOp_Revised,top of main loop
7.381,0.469,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.383,1.796,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.384,1.286,in TeleOp_Revised,top of main loop
7.385,0.576,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.386,1.651,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.388,1.109,in TeleOp_Revised,top of main loop
7.388,0.521,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.390,1.575,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.391,1.009,in TeleOp_Revised,top of main loop
7.391,0.529,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.393,1.531,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.394,1.177,in TeleOp_Revised,top of main loop
7.395,0.593,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.396,1.525,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.398,1.741,in TeleOp_Revised,top of main loop
7.401,2.715,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.402,1.864,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.404,1.136,in TeleOp_Revised,top of main loop
7.404,0.813,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.406,1.699,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.407,1.229,in TeleOp_Revised,top of main loop
7.408,0.564,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
7.410,1.799,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
7.411,1.065,in TeleOp_Revised,top of main loop
