sec,d ms,r.init,r.init was invoked (a)
0.001,0.807,r.init,debug mode is false
0.001,0.724,robot,pushButton was invoked with button 0
3.912,3911.123,robot,resetMotorEncoders was called
3.929,16.197,robot,enableMotorEncoders was called
3.957,28.619,r.init,r.init finished (a)
