sec,d ms,r.init,r.init was invoked (a)
0.001,0.639,r.init,debug mode is false
0.002,1.022,robot,pushButton was invoked with button 0
4.254,4252.204,robot,resetMotorEncoders was called
4.267,13.631,robot,enableMotorEncoders was called
4.297,29.186,r.init,r.init finished (a)
4.368,71.871,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.423,1054.614,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.610,186.838,in TeleOp_Revised,top of main loop
5.611,1.029,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.679,68.151,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.681,1.846,in TeleOp_Revised,top of main loop
5.682,1.339,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.693,11.236,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.701,7.760,in TeleOp_Revised,top of main loop
5.702,1.201,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.707,5.020,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.714,6.947,in TeleOp_Revised,top of main loop
5.717,3.048,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.723,5.085,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.726,3.022,in TeleOp_Revised,top of main loop
5.728,2.773,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.731,2.496,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.732,1.553,in TeleOp_Revised,top of main loop
5.733,0.716,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.736,2.632,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.739,3.210,in TeleOp_Revised,top of main loop
5.740,1.156,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.745,4.444,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.747,2.108,in TeleOp_Revised,top of main loop
5.748,0.973,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.751,3.410,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.752,1.398,in TeleOp_Revised,top of main loop
5.754,1.287,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.759,4.892,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.762,3.866,in TeleOp_Revised,top of main loop
5.767,4.563,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.784,16.675,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.786,2.388,in TeleOp_Revised,top of main loop
5.787,0.788,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.793,6.021,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.795,2.527,in TeleOp_Revised,top of main loop
5.797,2.057,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.802,4.480,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.808,6.333,in TeleOp_Revised,top of main loop
5.809,0.683,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.811,2.523,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.815,3.907,in TeleOp_Revised,top of main loop
5.817,1.825,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.819,2.249,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.822,2.098,in TeleOp_Revised,top of main loop
5.822,0.749,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.826,3.224,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.827,1.699,in TeleOp_Revised,top of main loop
5.828,0.576,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.830,2.042,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.832,1.755,in TeleOp_Revised,top of main loop
5.832,0.829,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.835,2.822,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.837,2.131,in TeleOp_Revised,top of main loop
5.838,0.639,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.840,1.596,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.841,1.244,in TeleOp_Revised,top of main loop
5.842,0.622,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.844,2.072,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.845,1.215,in TeleOp_Revised,top of main loop
5.846,0.790,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.847,1.778,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.849,1.234,in TeleOp_Revised,top of main loop
5.849,0.629,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.852,2.596,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.853,1.643,in TeleOp_Revised,top of main loop
5.854,0.656,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.856,1.863,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.858,1.573,in TeleOp_Revised,top of main loop
5.858,0.618,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.860,1.563,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.861,1.380,in TeleOp_Revised,top of main loop
5.862,0.625,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.864,2.533,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.866,1.442,in TeleOp_Revised,top of main loop
5.866,0.740,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.868,1.604,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.870,1.793,in TeleOp_Revised,top of main loop
5.871,0.665,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
5.872,1.574,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
5.873,1.215,in TeleOp_Revised,top of main loop
