sec,d ms,r.init,r.init was invoked (a)
0.002,1.736,r.init,debug mode is false
0.005,2.847,robot,pushButton was invoked with button 0
4.106,4101.053,robot,resetMotorEncoders was called
4.117,10.796,robot,enableMotorEncoders was called
4.139,22.717,r.init,r.init finished (a)
