sec,d ms,r.init,r.init was invoked (a)
0.000,0.755,r.init,debug mode is false
0.001,0.915,robot,pushButton was invoked with button 0
4.094,4093.031,robot,resetMotorEncoders was called
4.107,13.069,robot,enableMotorEncoders was called
4.136,28.355,r.init,r.init finished (a)
4.211,74.903,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.443,43232.581,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.635,191.475,in TeleOp_Revised,top of main loop
47.636,1.114,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.735,99.364,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.738,2.476,in TeleOp_Revised,top of main loop
47.739,1.285,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.742,2.690,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.744,1.954,in TeleOp_Revised,top of main loop
47.745,1.530,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.752,6.748,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.756,3.658,in TeleOp_Revised,top of main loop
47.758,2.139,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.761,3.604,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.764,2.840,in TeleOp_Revised,top of main loop
47.765,0.914,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.769,4.322,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.771,1.485,in TeleOp_Revised,top of main loop
47.772,1.201,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.776,3.564,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.777,1.687,in TeleOp_Revised,top of main loop
47.779,1.421,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.783,3.793,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.784,1.621,in TeleOp_Revised,top of main loop
47.785,0.982,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.787,1.828,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.789,2.212,in TeleOp_Revised,top of main loop
47.790,1.001,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.792,2.206,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.794,1.781,in TeleOp_Revised,top of main loop
47.795,0.800,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.797,2.193,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.799,1.884,in TeleOp_Revised,top of main loop
47.800,0.809,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.802,1.915,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.803,1.132,in TeleOp_Revised,top of main loop
47.804,1.502,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.807,2.087,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.809,2.076,in TeleOp_Revised,top of main loop
47.809,0.652,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
47.812,2.397,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
47.813,1.268,in TeleOp_Revised,top of main loop
