sec,d ms,r.init,r.init was invoked (a)
0.002,1.531,r.init,debug mode is false
0.003,1.189,robot,pushButton was invoked with button 0
3.255,3251.772,robot,resetMotorEncoders was called
3.265,10.667,robot,enableMotorEncoders was called
3.300,35.276,r.init,r.init finished (a)
3.367,66.164,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
3.368,1.171,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
3.527,159.405,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.587,1059.444,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.637,50.060,in TeleOp_Revised,top of main loop
4.638,0.850,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.704,66.230,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.706,2.683,in TeleOp_Revised,top of main loop
4.708,1.086,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.733,25.129,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.735,1.963,in TeleOp_Revised,top of main loop
4.737,1.918,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.739,2.234,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.741,1.987,in TeleOp_Revised,top of main loop
4.742,1.042,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.744,2.472,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.749,4.284,in TeleOp_Revised,top of main loop
4.751,1.993,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.754,3.586,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.757,2.689,in TeleOp_Revised,top of main loop
4.759,1.717,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.762,3.831,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.765,2.222,in TeleOp_Revised,top of main loop
4.766,1.163,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.769,3.692,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.772,2.977,in TeleOp_Revised,top of main loop
4.773,1.015,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.781,7.023,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.786,5.112,in TeleOp_Revised,top of main loop
4.787,1.849,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.791,3.179,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.793,2.064,in TeleOp_Revised,top of main loop
4.794,1.005,robot,move was called - f:r:s:, 0.00, 0.00, 0.00
4.802,8.016,robot,move powers are fl:fr:bl:br, 0.00, 0.00, 0.00, 0.00
4.804,1.977,in TeleOp_Revised,top of main loop
